IDENTIF,RIVER,LOCATION,ERECTED,PURPOSE,LENGTH,LANES,CLEAR-G,T-OR-D,MATERIAL,SPAN,REL-L,label
E32,M,46,1953.205952,HIGHWAY,898.493204,4,G,THROUGH,STEEL,MEDIUM,S,0
E86,M,6,1931.144844,RR,2215.129465,2,G,THROUGH,STEEL,LONG,F,1
E96,A,27,1885.856802,RR,1221.594667,2,G,THROUGH,IRON,MEDIUM,F,3
E16,Y,21,1931.16949,WALK,976.5375,4,G,THROUGH,STEEL,LONG,F,1
E71,M,14,1875.302629,RR,1211.385495,2,N,THROUGH,IRON,MEDIUM,F,3
E80,M,25,1889.15097,HIGHWAY,1756.2395,2,G,THROUGH,STEEL,LONG,F,3
E61,O,9,1962.580582,HIGHWAY,1611.845442,2,G,THROUGH,STEEL,LONG,F,3
E56,M,7,1928.18242,HIGHWAY,897.746904,6,G,THROUGH,STEEL,MEDIUM,S,0
E41,M,11,1890.541075,HIGHWAY,1277.615828,2,G,THROUGH,STEEL,MEDIUM,F,3
E65,Y,48,1902.911367,RR,2341.389709,2,G,THROUGH,STEEL,LONG,F,3
E55,A,24,1926.480909,HIGHWAY,860.093375,6,G,THROUGH,STEEL,MEDIUM,F,0
E64,A,4,1927.366734,HIGHWAY,1009.810674,2,G,THROUGH,WOOD,MEDIUM,S-F,4
E33,O,20,1955.84272,AQUEDUCT,983.804664,6,G,DECK,WOOD,SHORT,S-F,0
E57,A,14,1908.275436,HIGHWAY,866.429037,1,G,THROUGH,STEEL,MEDIUM,S-F,4
E98,A,27,1977.053355,RR,2560.29291,2,G,THROUGH,STEEL,MEDIUM,F,3
E46,A,38.5,1851.155333,HIGHWAY,1630.713779,2,N,THROUGH,IRON,SHORT,S,3
E16,A,44,1962.304094,AQUEDUCT,2827.916355,4,N,THROUGH,IRON,MEDIUM,S,4
E67,O,10,1951.781007,HIGHWAY,1050.94013,4,G,THROUGH,STEEL,LONG,F,1
E19,M,41,1908.393227,HIGHWAY,1903.738103,2,G,THROUGH,STEEL,MEDIUM,F,3
E40,O,40,1961.212156,HIGHWAY,1021.278967,6,G,THROUGH,STEEL,MEDIUM,F,0
E39,O,45,1972.008123,HIGHWAY,3467.029653,4,G,THROUGH,STEEL,LONG,S-F,0
E7,A,8,1929.220552,WALK,1064.882549,2,G,THROUGH,IRON,MEDIUM,S-F,4
E97,A,49,1961.28356,HIGHWAY,2277.25338,4,G,DECK,STEEL,LONG,F,2
E53,M,5,1894.556726,RR,1313.605023,2,G,THROUGH,STEEL,MEDIUM,F,3
E89,A,25,1930.123151,HIGHWAY,906.403173,2,G,THROUGH,STEEL,LONG,F,4
E20,A,36,1883.658015,RR,884.254228,2,G,THROUGH,STEEL,LONG,F,3
E108,O,43,1889.635487,RR,1371.754653,2,G,THROUGH,STEEL,MEDIUM,S,3
E109,O,45,1930.57251,HIGHWAY,1164.240267,2,G,DECK,STEEL,MEDIUM,F,0
E39,M,18,1884.026166,RR,1018.118621,2,G,THROUGH,STEEL,MEDIUM,S,3
E77,M,24,1881.313204,HIGHWAY,859.915599,2,G,DECK,IRON,SHORT,S,5
E30,A,27,1881.474954,RR,2599.708191,2,G,THROUGH,STEEL,MEDIUM,S,3
E66,A,47,1856.581997,HIGHWAY,1033.813106,4,N,THROUGH,WOOD,SHORT,S,5
E29,A,46,1920.259918,WALK,1043.025872,4,G,THROUGH,IRON,SHORT,S,4
E96,M,43,1923.121192,RR,3264.090053,2,G,THROUGH,STEEL,MEDIUM,F,3
E76,M,17,1902.880279,RR,1530.586906,2,G,THROUGH,STEEL,MEDIUM,F,3
E66,A,26,1846.965359,WALK,1849.125379,2,N,THROUGH,STEEL,MEDIUM,S-F,4
E105,M,14,1973.06745,HIGHWAY,3279.169955,2,N,THROUGH,IRON,MEDIUM,F,3
E56,M,29,1964.155505,HIGHWAY,1180.86191,2,G,THROUGH,STEEL,MEDIUM,F,3
E78,A,19,1944.052083,HIGHWAY,1301.661211,2,G,THROUGH,STEEL,MEDIUM,F,3
E34,M,14,1910.231294,RR,1024.634015,2,G,THROUGH,STEEL,MEDIUM,F,3
E69,M,49,1931.438493,HIGHWAY,2820.038793,4,N,THROUGH,STEEL,LONG,F,1
E105,M,24,1927.017239,HIGHWAY,714.87029,2,N,DECK,WOOD,LONG,F,0
E109,A,24,1906.965683,RR,826.76865,2,G,THROUGH,STEEL,LONG,F,3
E102,O,36,1929.91822,HIGHWAY,1214.828682,4,G,THROUGH,STEEL,LONG,F,0
E28,M,39,1924.646918,HIGHWAY,1015.121732,4,G,THROUGH,STEEL,MEDIUM,S,0
E47,M,5,1894.761909,RR,1433.894366,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E95,Y,2,1890.023943,HIGHWAY,1009.663892,2,G,THROUGH,STEEL,LONG,F,3
E17,M,12,1827.362675,HIGHWAY,1558.700213,2,N,THROUGH,WOOD,MEDIUM,S,5
E26,A,39,1889.166116,HIGHWAY,1015.727463,2,N,THROUGH,WOOD,SHORT,S,5
E95,M,39.5,1925.453885,HIGHWAY,1650.287108,2,N,THROUGH,IRON,SHORT,S,3
E73,A,1,1926.213485,AQUEDUCT,1849.799643,6,N,THROUGH,WOOD,MEDIUM,S,5
E45,O,3,1899.41781,HIGHWAY,2053.202255,2,G,THROUGH,STEEL,MEDIUM,S,3
E57,O,49,1927.336084,HIGHWAY,1037.820283,4,G,DECK,STEEL,MEDIUM,F,1
E42,M,35,1902.048293,RR,1192.101547,2,G,THROUGH,STEEL,LONG,F,3
E98,A,39.7,1943.150209,RR,1580.275072,2,G,THROUGH,STEEL,LONG,F,1
E28,O,36,1934.978773,HIGHWAY,1424.616702,2,G,THROUGH,IRON,LONG,F,0
E35,M,4,1879.703066,HIGHWAY,1333.762997,2,G,THROUGH,STEEL,LONG,S,3
E55,A,39,1887.429612,RR,1882.496114,2,G,THROUGH,STEEL,MEDIUM,F,3
E40,A,18,1889.547151,RR,1790.61246,2,G,THROUGH,STEEL,MEDIUM,S,3
E72,A,17,1887.708048,HIGHWAY,972.864265,2,G,THROUGH,STEEL,MEDIUM,F,3
E55,M,30,1929.331427,HIGHWAY,986.56047,4,N,THROUGH,STEEL,MEDIUM,F,2
E21,A,32,1853.912859,AQUEDUCT,1079.728694,4,N,THROUGH,WOOD,SHORT,S,5
E28,A,9,1881.825668,AQUEDUCT,1691.627989,1,N,DECK,WOOD,MEDIUM,S,5
E58,O,21,1855.579793,RR,2534.130226,2,N,THROUGH,IRON,MEDIUM,F,3
E100,A,38,1836.799092,RR,2289.104966,2,G,THROUGH,STEEL,MEDIUM,F,3
E6,M,30,1854.494547,HIGHWAY,1230.298384,2,N,THROUGH,WOOD,MEDIUM,S,5
E105,M,41,1934.967317,HIGHWAY,3149.85803,4,N,DECK,STEEL,LONG,F,2
E26,A,29,1868.823878,RR,1303.933767,2,N,THROUGH,WOOD,MEDIUM,S,5
E56,A,4,1971.190353,HIGHWAY,1626.737672,4,G,THROUGH,STEEL,MEDIUM,F,1
E31,A,27,1910.334396,RR,1434.89001,2,G,THROUGH,STEEL,MEDIUM,F,3
E42,A,31,1883.730126,RR,4084.43884,2,G,THROUGH,STEEL,MEDIUM,F,3
E16,A,24,1946.812497,HIGHWAY,994.555768,2,G,THROUGH,STEEL,MEDIUM,F,3
E24,A,51,1930.588371,HIGHWAY,840.064861,4,N,THROUGH,IRON,LONG,F,2
E87,Y,20,1897.448707,HIGHWAY,863.186142,2,N,THROUGH,IRON,MEDIUM,S-F,4
E57,A,27,1858.130318,HIGHWAY,3022.449108,2,N,THROUGH,WOOD,MEDIUM,S,5
E73,M,32,1909.436025,HIGHWAY,2219.020545,2,G,DECK,STEEL,MEDIUM,S-F,1
E2,A,32,1882.273176,HIGHWAY,829.334832,1,G,DECK,STEEL,MEDIUM,S-F,4
E105,O,29,1877.087923,HIGHWAY,1019.46462,2,G,THROUGH,STEEL,LONG,S-F,0
E32,A,19,1882.285002,HIGHWAY,869.4544,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E50,O,39.5,1853.833484,RR,1045.284803,6,N,THROUGH,WOOD,MEDIUM,S,5
E83,A,8,1858.224067,AQUEDUCT,1966.425964,2,N,THROUGH,WOOD,SHORT,S,5
E61,M,38.5,1899.111586,HIGHWAY,1038.923808,2,G,THROUGH,STEEL,LONG,F,0
E28,A,16,1883.871356,HIGHWAY,2398.721816,6,N,THROUGH,WOOD,MEDIUM,F,0
E65,M,16,1902.995084,HIGHWAY,1656.539653,2,N,THROUGH,IRON,MEDIUM,F,3
E105,M,39.7,1948.869401,HIGHWAY,1249.037529,6,G,THROUGH,STEEL,MEDIUM,S,0
E18,M,9,1904.75369,RR,1884.93667,2,N,THROUGH,WOOD,MEDIUM,F,3
E51,O,9,1972.59847,RR,985.548104,2,G,THROUGH,STEEL,MEDIUM,S,3
E76,A,38,1983.336662,WALK,1644.691852,4,G,THROUGH,STEEL,LONG,F,0
E71,A,34,1908.641016,RR,889.186743,4,G,DECK,STEEL,MEDIUM,F,1
E12,M,33,1934.496881,HIGHWAY,857.096833,4,G,THROUGH,STEEL,MEDIUM,S,0
E35,A,51,1887.097633,HIGHWAY,1786.986323,2,G,THROUGH,STEEL,LONG,F,3
E102,A,37,1949.683366,HIGHWAY,2668.09273,4,G,THROUGH,STEEL,MEDIUM,F,0
E8,M,19,1926.507352,HIGHWAY,1316.101151,1,G,THROUGH,STEEL,LONG,F,4
E73,A,36,1920.680512,HIGHWAY,757.99468,2,G,THROUGH,STEEL,LONG,F,4
E28,A,6,1960.774491,HIGHWAY,2110.705856,2,G,THROUGH,WOOD,MEDIUM,S,5
E76,A,23,1840.587735,HIGHWAY,1228.532365,2,N,THROUGH,WOOD,SHORT,S-F,5
E75,A,28,1898.460051,HIGHWAY,2274.092514,2,G,THROUGH,STEEL,MEDIUM,F,3
E60,O,31,1810.03562,HIGHWAY,1942.317245,4,G,DECK,STEEL,LONG,F,2
E32,O,46,1916.034036,HIGHWAY,1993.159956,2,N,THROUGH,IRON,SHORT,S,1
E58,A,33,1896.310587,HIGHWAY,992.457242,2,G,THROUGH,STEEL,MEDIUM,S,3
E94,A,11,1931.744749,RR,944.442975,4,G,DECK,STEEL,LONG,F,3
E80,M,20,1921.927515,HIGHWAY,2020.759266,4,G,THROUGH,STEEL,LONG,F,4
E18,A,32,1920.405805,HIGHWAY,1039.416863,2,G,THROUGH,STEEL,LONG,F,0
E56,A,38,1958.64594,HIGHWAY,1012.12949,2,G,THROUGH,STEEL,LONG,F,0
E3,A,49,1863.999018,HIGHWAY,1057.951013,2,N,THROUGH,WOOD,SHORT,S,5
E6,A,10,1868.292144,HIGHWAY,1279.457477,1,N,DECK,WOOD,MEDIUM,S,5
E31,O,43,1878.102451,HIGHWAY,996.116291,2,G,THROUGH,STEEL,MEDIUM,S,3
E38,A,15,1954.946117,RR,1555.921074,2,G,THROUGH,STEEL,LONG,F,3
E107N,A,31,1886.193553,AQUEDUCT,826.245013,2,G,THROUGH,STEEL,MEDIUM,F,0
E42,O,8,1936.436097,HIGHWAY,1785.168865,6,G,THROUGH,STEEL,LONG,S,1
E85,M,29,1923.935334,HIGHWAY,1764.365707,1,N,DECK,IRON,SHORT,F,0
E97,A,23,1938.140078,AQUEDUCT,965.531979,4,G,THROUGH,STEEL,MEDIUM,F,4
E89,O,24,1927.064309,WALK,1183.330828,2,G,THROUGH,STEEL,LONG,F,4
E108,M,32,1901.166476,RR,1556.519533,2,G,THROUGH,STEEL,MEDIUM,S,3
E7,A,7,1892.694762,RR,1348.361674,2,N,THROUGH,WOOD,MEDIUM,S,5
E15,A,35,1809.929644,AQUEDUCT,926.422737,1,N,THROUGH,WOOD,SHORT,F,5
E50,A,31,1889.234912,RR,924.719342,2,G,THROUGH,STEEL,LONG,F,3
E38,O,39.5,1907.955996,HIGHWAY,1784.414173,2,G,DECK,STEEL,MEDIUM,F,1
E32,A,23,1968.920851,RR,1705.562812,2,G,THROUGH,STEEL,LONG,F,3
E34,M,38,1903.590979,HIGHWAY,1626.602826,2,G,THROUGH,IRON,SHORT,S,3
E11,A,38,1955.45952,HIGHWAY,1008.145692,4,G,THROUGH,IRON,LONG,F,2
E44,M,6,1846.824877,HIGHWAY,1198.875488,2,N,THROUGH,WOOD,MEDIUM,S,5
E68,A,12,1937.976014,RR,1899.268613,2,G,THROUGH,STEEL,MEDIUM,F,3
E45,A,10,1884.788704,HIGHWAY,999.497319,2,N,THROUGH,WOOD,MEDIUM,S,5
E7,M,52,1884.961856,RR,1239.418529,2,G,THROUGH,STEEL,MEDIUM,F,3
E84,M,6,1905.392427,HIGHWAY,2932.630963,2,N,THROUGH,WOOD,SHORT,S,5
E40,O,45,1888.893679,HIGHWAY,1518.788425,2,G,THROUGH,STEEL,MEDIUM,F,3
E24,O,30,1885.300065,RR,3046.600647,2,G,THROUGH,STEEL,MEDIUM,F,3
E26,O,1,1894.605929,RR,1129.152786,2,G,THROUGH,STEEL,MEDIUM,F,3
E61,M,17,1857.962125,RR,1250.869891,2,G,THROUGH,STEEL,MEDIUM,F,3
E85,A,4,1863.684105,AQUEDUCT,1631.893229,2,N,THROUGH,IRON,SHORT,S,5
E31,A,8,1888.808903,HIGHWAY,1654.834519,2,G,THROUGH,STEEL,MEDIUM,S,3
E20,M,5,1928.161612,HIGHWAY,1062.06874,2,N,THROUGH,STEEL,LONG,F,1
E105,A,6,1898.453019,HIGHWAY,1778.619396,2,G,THROUGH,IRON,MEDIUM,F,3
E23,A,13,1921.428063,HIGHWAY,879.73616,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E57,M,44,1840.908665,AQUEDUCT,883.454813,2,N,THROUGH,WOOD,MEDIUM,S,5
E2,A,10,1888.866777,HIGHWAY,1213.884802,1,G,THROUGH,STEEL,LONG,F,4
E28,A,30,1887.221201,HIGHWAY,2462.098095,6,G,THROUGH,STEEL,LONG,F,0
E33,M,22,1911.965752,RR,919.135333,2,G,THROUGH,STEEL,MEDIUM,F,3
E76,A,7,1889.419676,AQUEDUCT,1674.601846,2,N,THROUGH,WOOD,SHORT,S,5
E53,Y,45,1893.250515,RR,3671.730973,2,G,DECK,STEEL,LONG,F,3
E107,O,18,1934.393687,AQUEDUCT,1640.850678,4,G,THROUGH,STEEL,LONG,F,0
E105,A,20,1948.231108,HIGHWAY,1958.995505,6,G,THROUGH,STEEL,LONG,F,0
E27,M,47,1908.370713,HIGHWAY,1920.108439,2,G,THROUGH,STEEL,LONG,S-F,1
E32,A,2,1862.732709,AQUEDUCT,2674.834168,2,N,DECK,WOOD,MEDIUM,S,5
E54,M,17,1946.366182,RR,1970.238311,2,G,THROUGH,STEEL,MEDIUM,S,3
E99,M,43,1841.933277,AQUEDUCT,971.448884,2,N,THROUGH,WOOD,SHORT,S,5
E107N,A,5,1932.736046,HIGHWAY,873.072733,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E1,A,23,1930.97191,HIGHWAY,991.515417,1,G,THROUGH,WOOD,MEDIUM,S,5
E52,A,34,1885.838717,RR,1207.56758,2,N,THROUGH,IRON,LONG,F,1
E99,M,49,1846.137271,HIGHWAY,1044.413861,2,N,THROUGH,WOOD,MEDIUM,S,5
E63,M,4,1949.444527,HIGHWAY,1123.072368,2,G,THROUGH,STEEL,MEDIUM,S,3
E57,Y,10,1929.805583,HIGHWAY,1769.126102,2,G,THROUGH,STEEL,LONG,F,4
E43,A,6,1826.561474,RR,1026.571554,1,N,THROUGH,WOOD,SHORT,S,5
E68,M,17,1939.263409,HIGHWAY,2424.673599,2,N,THROUGH,IRON,MEDIUM,S,3
E17,A,44,1862.756555,RR,1302.813666,2,G,THROUGH,STEEL,MEDIUM,F,3
E57,M,36,1923.681226,HIGHWAY,1255.645216,2,G,THROUGH,STEEL,MEDIUM,F,1
E72,Y,1,1954.847017,HIGHWAY,924.041606,4,G,THROUGH,STEEL,MEDIUM,S,0
E73,A,12,1950.986476,HIGHWAY,3159.050111,4,G,THROUGH,STEEL,LONG,F,0
E94,A,3,1963.988578,HIGHWAY,1067.757833,2,G,THROUGH,STEEL,LONG,F,0
E25,O,41,1889.704969,HIGHWAY,783.540358,2,G,THROUGH,STEEL,LONG,F,3
E61,A,39,1859.902195,RR,942.595515,2,G,THROUGH,STEEL,LONG,S,5
E66,M,29,1888.79778,RR,1330.445834,2,G,THROUGH,STEEL,LONG,S,3
E88,M,20,1887.274971,HIGHWAY,1651.065213,2,G,DECK,STEEL,MEDIUM,F,3
E33,A,43,1848.915461,AQUEDUCT,1988.349987,2,N,THROUGH,WOOD,MEDIUM,S,5
E43,A,27,1838.557061,HIGHWAY,1004.048356,2,N,THROUGH,WOOD,SHORT,S,5
E80,A,24,1907.426549,HIGHWAY,1237.549188,2,G,THROUGH,STEEL,MEDIUM,F,3
E7,O,18,1899.111173,RR,1505.31562,2,G,THROUGH,STEEL,MEDIUM,F,3
E27,M,11,1936.771961,HIGHWAY,3998.677192,2,G,THROUGH,STEEL,MEDIUM,S-F,2
E100,A,31,1957.096294,WALK,1174.037224,2,G,DECK,STEEL,LONG,S,2
E8,Y,29,1953.047015,HIGHWAY,1836.269791,2,G,THROUGH,STEEL,LONG,F,0
E84,M,30,1917.520058,HIGHWAY,4266.838303,4,G,THROUGH,IRON,MEDIUM,F,3
E23,M,26,1872.321475,AQUEDUCT,1011.280714,2,G,DECK,WOOD,LONG,F,5
E8,O,12,1964.820597,HIGHWAY,1622.969233,2,G,THROUGH,STEEL,LONG,F,1
E62,M,8,1953.56453,RR,948.404821,2,G,THROUGH,STEEL,MEDIUM,F,3
E53,M,6,1914.683282,RR,1012.007621,2,G,THROUGH,STEEL,MEDIUM,F,3
E87,A,38.5,1958.492814,HIGHWAY,851.916702,4,G,DECK,STEEL,LONG,S-F,2
E4,A,35,1895.00024,AQUEDUCT,1992.407149,2,G,THROUGH,WOOD,SHORT,S,5
E32,A,42,1851.460927,AQUEDUCT,1023.073613,2,N,THROUGH,IRON,MEDIUM,S-F,5
E66,M,38,1899.731322,RR,788.713798,4,N,THROUGH,STEEL,LONG,S-F,1
E53,M,19,1926.228804,RR,936.900962,2,G,THROUGH,STEEL,MEDIUM,F,3
E71,Y,10,1905.052681,HIGHWAY,1232.468056,2,G,DECK,STEEL,SHORT,S-F,1
E47,M,13,1907.599583,RR,1283.949313,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E99,O,41,1825.130317,RR,1742.948143,4,N,THROUGH,IRON,SHORT,F,3
E3,Y,11,1927.021119,HIGHWAY,1009.701673,2,G,THROUGH,STEEL,LONG,F,0
E3,M,29,1896.022948,RR,1321.908646,2,G,THROUGH,STEEL,MEDIUM,S,3
E33,A,30,1912.311225,RR,1663.460261,4,G,THROUGH,STEEL,MEDIUM,F,3
E9,A,9,1841.487456,HIGHWAY,1046.173614,2,G,THROUGH,STEEL,MEDIUM,F,4
E97,M,42,1951.209534,HIGHWAY,1041.886652,2,N,THROUGH,IRON,MEDIUM,S,0
E38,O,32,1884.517552,HIGHWAY,1824.444975,2,G,THROUGH,STEEL,LONG,F,0
E109,Y,28,1888.040573,RR,877.351072,2,G,THROUGH,STEEL,LONG,F,3
E56,M,23,1900.432453,RR,1198.947995,2,G,THROUGH,STEEL,LONG,F,3
E61,A,39.5,1970.590065,HIGHWAY,3961.068859,4,N,DECK,STEEL,LONG,F,2
E52,M,19,1919.193206,HIGHWAY,1008.609791,6,G,THROUGH,STEEL,MEDIUM,F,0
E12,A,14,1832.970505,WALK,1193.025694,2,N,THROUGH,STEEL,MEDIUM,F,4
E63,M,47,1867.393238,RR,1292.795309,2,G,THROUGH,STEEL,MEDIUM,F,3
E99,A,13,1838.575681,HIGHWAY,859.334596,2,G,THROUGH,STEEL,MEDIUM,F,4
E51,O,42,1906.225661,HIGHWAY,1644.724115,2,G,THROUGH,STEEL,LONG,F,3
E77,M,31,1932.291654,HIGHWAY,1025.048828,4,G,THROUGH,STEEL,MEDIUM,S-F,1
E54,M,15,1891.951329,RR,1260.901669,2,G,THROUGH,STEEL,MEDIUM,S,3
E54,A,36,1888.330725,HIGHWAY,1590.369647,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E72,M,35,1928.004599,HIGHWAY,987.650091,6,G,THROUGH,STEEL,MEDIUM,S,0
E74,O,10,1883.009308,RR,1040.429137,2,G,THROUGH,STEEL,MEDIUM,F,3
E69,A,42,1928.86845,HIGHWAY,1249.253585,2,G,THROUGH,STEEL,MEDIUM,F,3
E41,M,16,1889.965337,RR,1305.724493,2,G,THROUGH,IRON,LONG,F,3
E87,O,5,1970.642785,WALK,1614.888571,2,G,THROUGH,STEEL,LONG,S,0
E60,O,46,1888.792303,HIGHWAY,942.246713,2,G,THROUGH,STEEL,MEDIUM,S,3
E44,Y,15,1928.248151,AQUEDUCT,2035.075857,2,N,THROUGH,IRON,SHORT,S,4
E34,A,39.7,1913.497618,HIGHWAY,1883.447617,2,G,THROUGH,STEEL,MEDIUM,S,3
E1,M,38.5,1925.917064,RR,1421.062026,4,N,DECK,WOOD,MEDIUM,F,1
E4,M,46,1934.678221,RR,1896.252115,4,G,THROUGH,STEEL,MEDIUM,F,4
E105,M,17,1955.094604,HIGHWAY,1744.348914,2,G,DECK,STEEL,LONG,S-F,2
E21,A,39.7,1881.314155,RR,1405.077411,2,G,THROUGH,STEEL,MEDIUM,S,3
E54,Y,34,1830.66876,HIGHWAY,2302.428066,2,N,DECK,WOOD,MEDIUM,S,5
E35,M,39,1880.703346,HIGHWAY,2037.503093,2,G,THROUGH,STEEL,LONG,F,3
E29,A,40,1909.125988,HIGHWAY,2187.198908,2,G,THROUGH,STEEL,MEDIUM,F,3
E45,A,19,1887.728323,HIGHWAY,1772.227942,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E47,A,27,1890.213861,HIGHWAY,1020.451525,2,G,THROUGH,STEEL,MEDIUM,F,3
E90,A,30,1929.398316,HIGHWAY,922.599542,4,N,DECK,STEEL,LONG,F,2
E56,M,29,1925.264126,HIGHWAY,1079.77583,2,G,THROUGH,IRON,MEDIUM,F,3
E9,Y,43,1930.658044,HIGHWAY,931.343716,2,G,DECK,STEEL,MEDIUM,F,1
E6,M,27,1883.845801,HIGHWAY,1769.914776,1,G,THROUGH,STEEL,MEDIUM,S,3
E69,M,21,1954.235644,RR,887.029792,1,G,THROUGH,IRON,MEDIUM,F,3
E81,O,45,1887.946139,HIGHWAY,2012.229964,2,G,DECK,IRON,MEDIUM,F,3
E42,M,22,1942.345708,HIGHWAY,1790.553058,2,G,THROUGH,STEEL,MEDIUM,F,3
E102,O,27,1946.55743,HIGHWAY,1789.769747,4,G,THROUGH,STEEL,MEDIUM,S,4
E107N,M,12,1891.312187,RR,1867.962318,6,G,THROUGH,STEEL,MEDIUM,F,3
E13,A,39.5,1887.037932,HIGHWAY,1449.939327,2,G,THROUGH,STEEL,MEDIUM,F,3
E107N,M,3,1883.903288,HIGHWAY,1756.325568,2,G,THROUGH,STEEL,MEDIUM,F,3
E24,A,34,1970.971457,HIGHWAY,842.427475,4,G,THROUGH,STEEL,MEDIUM,F,0
E58,M,17,1882.734585,RR,1856.873809,2,G,DECK,IRON,SHORT,S,3
E102,A,45,1913.711887,RR,1055.637054,2,G,THROUGH,STEEL,MEDIUM,S-F,1
E82,M,19,1885.069943,RR,1291.694939,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E71,A,45,1907.780715,HIGHWAY,2128.214043,6,G,THROUGH,STEEL,LONG,F,1
E54,M,19,1884.458022,RR,1268.273792,2,G,THROUGH,STEEL,MEDIUM,S,3
E101,A,38,1934.731569,RR,880.695048,2,G,THROUGH,STEEL,LONG,F,3
E10,A,32,1947.871465,HIGHWAY,1173.392986,2,G,THROUGH,STEEL,MEDIUM,F,3
E9,A,28,1931.782177,HIGHWAY,1651.681186,2,G,THROUGH,STEEL,MEDIUM,F,4
E61,Y,52,1901.031351,HIGHWAY,1153.290849,2,G,THROUGH,STEEL,MEDIUM,F,3
E88,M,15,1879.74727,RR,2064.186899,2,G,THROUGH,IRON,SHORT,F,3
E14,M,23,1959.47058,HIGHWAY,1335.471495,2,G,DECK,STEEL,SHORT,S,3
E98,M,36,1936.347146,HIGHWAY,1833.776057,4,N,DECK,STEEL,MEDIUM,F,2
E24,A,3,1904.477241,RR,1462.621093,2,N,THROUGH,IRON,MEDIUM,F,3
E15,O,42,1901.313719,RR,999.65483,2,G,THROUGH,IRON,MEDIUM,S,3
E107N,A,39,1845.255529,RR,1869.89697,2,N,THROUGH,WOOD,MEDIUM,S,5
E77,A,2,1923.584343,HIGHWAY,1503.787389,2,N,THROUGH,STEEL,LONG,F,2
E69,A,28,1861.100312,AQUEDUCT,1261.735919,4,N,THROUGH,WOOD,MEDIUM,S,5
E76,O,46,1966.868382,RR,1794.438026,2,G,DECK,STEEL,MEDIUM,S,1
E92,M,21,1860.563511,HIGHWAY,1759.184022,2,G,THROUGH,IRON,MEDIUM,S-F,3
E87,O,41,1955.502691,RR,4911.278211,2,G,THROUGH,IRON,MEDIUM,F,3
E76,M,6,1906.331739,RR,1188.094776,2,G,THROUGH,STEEL,MEDIUM,F,3
E108,O,39.7,1952.679816,HIGHWAY,1671.483656,2,N,DECK,STEEL,LONG,S-F,2
E25,A,32,1992.036307,HIGHWAY,971.425522,2,G,THROUGH,IRON,MEDIUM,S,5
E9,M,37,1882.958142,RR,1183.653657,2,G,THROUGH,STEEL,LONG,S,3
E101,M,14,1962.289804,HIGHWAY,3331.102623,4,G,DECK,STEEL,MEDIUM,F,2
E91,M,39.7,1891.984653,RR,3101.045612,2,G,THROUGH,IRON,MEDIUM,F,3
E105,A,24,1907.197569,RR,3244.139043,2,G,THROUGH,STEEL,MEDIUM,S,3
E56,A,28,1910.611232,HIGHWAY,1168.982796,2,G,THROUGH,STEEL,MEDIUM,F,3
E81,M,23,1895.199343,RR,1296.826733,2,G,THROUGH,STEEL,MEDIUM,S,3
E101,M,14,1859.51026,AQUEDUCT,968.744382,4,N,DECK,STEEL,LONG,S-F,2
E73,M,13,1928.855866,HIGHWAY,1981.778144,2,N,THROUGH,STEEL,MEDIUM,F,0
E15,O,42,1916.522215,HIGHWAY,1289.793802,6,G,THROUGH,STEEL,MEDIUM,S,0
E47,A,30,1923.347714,WALK,2417.973587,4,N,DECK,STEEL,LONG,S,2
E31,M,45,1923.838636,HIGHWAY,4210.75963,4,G,THROUGH,STEEL,LONG,S-F,1
E44,M,18,1909.92034,RR,860.122435,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E84,M,14,1833.861099,HIGHWAY,1071.110517,6,N,THROUGH,WOOD,LONG,F,0
E95,A,3,1887.876513,HIGHWAY,994.790958,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E88,A,48,1869.651181,AQUEDUCT,1624.470998,1,N,THROUGH,WOOD,SHORT,S,5
E79,O,35,1901.909938,HIGHWAY,1711.667214,2,G,DECK,IRON,SHORT,F,1
E32,Y,36,1867.732899,AQUEDUCT,1985.296394,1,N,THROUGH,WOOD,SHORT,S,5
E31,A,52,1853.314051,HIGHWAY,1022.107239,1,N,DECK,WOOD,LONG,S-F,5
E107,M,23,1886.55861,RR,1944.306014,2,N,THROUGH,IRON,MEDIUM,F,3
E30,O,8,1934.047926,HIGHWAY,1636.413297,6,G,THROUGH,STEEL,LONG,F,0
E8,A,1,1926.236006,RR,3248.424336,4,G,DECK,STEEL,LONG,F,2
E92,O,11,1887.689734,HIGHWAY,1955.10036,4,G,THROUGH,STEEL,MEDIUM,S,0
E51,O,41,1904.655948,RR,2186.557505,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E28,A,30,1859.316229,HIGHWAY,1910.562625,2,N,THROUGH,STEEL,LONG,F,3
E50,A,9,1934.981375,HIGHWAY,1013.445005,4,G,THROUGH,STEEL,MEDIUM,F,4
