history,session,label
211,cd <1> lp -dmsa15 <1>,5
212,cd <1> lp -dmsa15 <1> lp -dmsa15 <1>,5
213,cd <1> ls cd <1> cd <1> ls gzip <1> gzip <1> gzip <1> ls <1> ls <1> qu ll <1> cd <1> bibtex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> dvips <1> lp -dmsa15 <1> cd <1> lp -dmsa15 <1> lp -dmsa15 <1> bibtex <1> cd - bibtex <1> bibtex <1> bibtex <1> bibtex <1> latex <1> latex <1> bibtex <1> latex <1> bibtex <1> latex <1> latex <1> bibtex <1> latex <1> bibtex <1> latex <1> bibtex <1> latex <1> bibtex <1> latex <1>,5
214,cd <1> lpstat <1> lp -dmsa15 <1> lpstat <1> lpstat <1> lp -dmsa15 <1> exit,5
215,cd <1> lp -dmsa15 <1> lpstat <1> exit,5
216,cd <1> ls cd <1> ls m <1> cd <1> ls m <1> exit,5
217,cd <1> ls m <1> cd <1> ls cd <1> m <1> exit,5
218,cd <1> latex <1> latex <1> latex <1> latex <1> bibtex <1> bibtex <1> latex <1> latex <1> latex <1> latex <1> texspell <1> texspell <1> latex <1> latex <1> dvips <1> ll <1> ll <1>,5
219,pine exit,5
220,pine pine exit,5
221,pwd who exit,5
222,emacs exit,5
223,cd <1> latex <1> sp latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> exit,5
224,pine exit,5
225,sp cd <1> xdvi <1> exit,5
226,ps psr,5
227,pint pine,5
228,cd <1> cd emacs <GENSYM:2>/emacs <GENSYM:3>/emacs <GENSYM:4>/emacs bg cd <1> ls wc <1> m <1> rlogin <1>,5
229,cd <1> latex <1> latex <1> ll <1> chgrp <2> dvips <1> ll <1>,5
230,xinit exit,5
232,pine exit,5
233,rlogin <1>,5
234,psr rlogin <1> kill <1> cd <1> ls <1> exit,5
235,mail rlogin -l <2> exit,5
236,ph <1> xinit exit,5
237,ph <1> cd <1> rm <1> rm <1> ls,5
238,cd <1> g++ <1> ls mv <2> mv <2> g++ <1> a.out <1> g++ <1> a.out <1> a.out <1> g++ <1> g++ <1> a.out <1> cd <1> texspell <1> texspell <1> texspell <1> latex <1> latex <1> xdvi <1> & dvips <1> ll <1> ll <1> chgrp <2> spr psr ll <1> dvips <1> latex <1> dvips <1> chgrp <2> exit,5
239,cd <1> emacs <1> fg latex <1> bibtex <1> bibtex <1> fg bibtex <1> bibtex <1> latex <1> fg bibtex <1> latex <1> latex <1> dvips <1> setenv <2> xdvi <1> fg texspell <1> texspell <1> fg latex <1> xdvi <1> latex <1> lp -dea15 <1> lp -dea15 <1> logout fg exit,5
240,pine exit,5
241,xinit,5
243,newgrp <1> exit,5
244,xinit,5
246,cd <1> g++ <1> a.out <1> g++ <1> a.out <1> g++ <1> a.out <1> g++ <1> a.out <1> g++ <1> a.out <1> a.out <1> g++ <1> g++ <1> a.out <1> g++ <1> a.out <1> a.out <1> g++ <1> g++ <1> a.out <1> mv <2> ls g++ <1> a.out <1> mv <2> rm <1> ls ls <1> dchain <1> chain <1> dcrack <1> crack <1> ls <1> dchain <1> dchain <1> dcrack <1> chain <1> ll cd <2> cd <1> ll -t <1> ll -t <1> diff <2> rm <1> cp <2> chmod <2> ll -t <1> diff <2> diff <2> ll <1> ll <1> ll <1> cd <1> mkdir <1> mv <2> mv <2> cd <1> diff <2> ll <1> lls <1> ll <1> mv <2> ll <1> ll <1> diff <2> mv <2> ll <1> ll <1> diff <2> ll <1> mv <2> mv <2> ln -s <2> ll <1> diff <2> mv <2> ln -s <2> ll -t <1> mv <2> ln -s <2> ln -s <2> ll -t <1> ll -t <1> diff <2> diff <2> ll <1> ll <1> rm <1> ln -s <2> ls <1> qu ls <1> diff <2> diff <2> mv <2> ln -s <2> ls <1> checkout <1> sdiff <2> | less ls <1> checkout <1> sdiff <2> | less sdiff <2> | less sdiff <2> | less ls <1> sdiff <2> | less ll <1> sdiff <2> sdiff <2> | less cd <1> ls mkdir <1> mv <2> mv <2> mv <2> cd - sdiff <2> | less cd - ls mv <2> mv <2> mv <2> ls cd - checkout <1> sdiff <2> | less sdiff <2> | less sdiff <2> | less cd - ls mv <2> mv <2> cd - checkout <1> sdiff <2> | less cd - mv <2> ls ls cd <1> ls mv <2> rm <1> ls mv <2> cd <1> ls ll -t ll -t ls <1> ls <1> m <1> ls <1> make <1> make <1> make <1> ls <1> make <1> sdiff <2> mv <2> ln -s <2> ll <1> ll <1> checkout <1> checkout <1> diff <2> ll <1> ll <1> ll <1> rsh <2> rsh <2> vi <1> ls <1> ll <1> more <1> sdiff <2> sdiff <2> | less ll <1> rlogin -l <2> ls ls <1> rm <1> ll <1> cd <1> ls ls <1> less <1> less <1> cd <1> ls m <1> cd cd <1> ls <1> more <1> grep <2> grep <2> less <1> ls <1> checkin <1> checkin <1> checkin <1> ls <1> checkin <1> checkin <1> checkin <1> checkin <1> checkout <1> checkout <1> less <1> vi <1> vi <1> vi <1> cd <1> ls mkdir <1> ls <1> ls <1> mv <2> mv <2> cp <2> cp <2> cp <2> cp <2> ls <1> cp <2> cp <2> ll <1> cd <1> ls ln -s <2> ls rm <1> ls rm <1> ln -s <2> ls make make make make make make make make make make make main <1> make main <1> make <1> make <1> make <1> make <1> make <1> make <1> make <1> make make make make main <2> m <1> rm <1> make xv & xv cd <1> ls cd <1> ls cd <1> ls cd <1> ls xv <GENSYM:1>/xv ls <1> cd <1> xv <GENSYM:5>/xv bg ls rm <1> ls mv <2> rm <1> oqu qu cd <1> ll <1> m <1> checkin <1> cd - m <1> make m <1> cd ls <1> ll <1> m <1> rm <1> qu cd - exit,5
247,cd <1> ls <1> lp -dmsa15 <1>,5
248,who lpstat <1> cancel <1> cd <1> ls emacs lp -dmsa15 <1> ls rm <1> exit,5
249,cd <1> make <1> make <1> ll <1> diff <2> make make make make <1> grep <2> checkout <1> checkout <1> checkout <1> checkout <1> checkout <1> grep <2> checkout <1> checkout <1> checkout <1> checkout <1> checkout <1> checkout <1> checkout <1> checkin <1> grep <2> grep <2> grep <2> grep <2> make <1> make make rm <1> make grep <2> checkin <1> checkin <1> checkin <1> checkin <1> checkin <1> checkin <1> grep <2> checkin <1> checkin <1> checkin <1> ll <1> checkin <1> checkin <1> checkin <1> ll -t <1> checkin <1> ll <1> checkin <1> ll <1> ll -t <1> ll -t <1> grep <2> checkout <1> grep <2> checkout <1> grep <2> checkin <1> checkin <1> checkout <1> make <1>,5
250,/*---------------* 20newsgroups.sh CorelFeatures.sh JapaneseVowels.sh Makefile SyskillWebert.sh UNIX_user_data.sh auslan.sh auslan2.sh census-income.sh census1990.sh coil.sh covertype.sh eeg.sh el_nino.sh internet_usage.sh ipums.sh kddcup98.sh kddcup99.sh msweb.sh nsfabs.sh robotfailure.sh synthetic.sh synthetic_control.sh <3> h rm <1> /*---------------* 20newsgroups.sh CorelFeatures.sh JapaneseVowels.sh Makefile SyskillWebert.sh UNIX_user_data.sh auslan.sh auslan2.sh census-income.sh census1990.sh coil.sh covertype.sh eeg.sh el_nino.sh internet_usage.sh ipums.sh kddcup98.sh kddcup99.sh msweb.sh nsfabs.sh robotfailure.sh synthetic.sh synthetic_control.sh <3> rm <1> more <1> cd <1> make make make make make make ls <1> checkout <1> make make,5
251,cd <1> main <2> ls main <2> make main <2> make make make main <2> main <2> make main <2> make make main <2> make main <2> make main <2> ls make make main <2>,5
252,cd <1> make main <2> make make rm <1> make make main <2> ls <1> cd <1> pwd cd - make main <2> main <2> main <2> main <2> rm <1> mv <2> cp <2> mv <2> cp <2> cp <2> cp <2> cp <1> cp <2> make <1> make <1> gen.o g++ <1> g++ <1> a.out m <1> more <1> more <1> g++ <1> a.out more <1> g++ <1> a.out more <1> main <2> m <1> make main <2> m <1> m <1> main <2> rm <1> main <2> m <1> make main <2> m <1> make make main <2> m <1> m <1> make main <2> m <1> m <1> make main <2> m <1> m <1> make make main <2> m <1> g++ <1> gen a.out m <1> m <1> m <1> m <1> main <2> m <1> main <2> m <1> m <1> make make make main <2> m <1> make make make make make make main <2> m <1> ls rm <1> rm <1> ls rm <1> main <2> rm <1> main <2> main <2> main <2> main <2> m <1> main <2> m <1> make m <1> make main <2> m <1> main <2> m <1> m <1> make make make make main <2> m <1> main <2> m <1> m <1> m <2> make make main <2> m <1> make make main <2> m <1> m <1> m <1> main <2> m <1> m <1> m <1> make main <2> m <1> main <2> m <1> main <2> m <1> main <2> main <2> main <2> main <2> make main <2> make main <2> make main <2> make main <2> main <2> main <2> main <2> make,5
253,main <2> main <2> main <2> main <2> main <2> main <2> main <2>,5
254,cd <1> make make make rm <1> rm <1> rm <1> label <2> main <2> main <2> make main <2> main <2> m <1> make main <2> make main <2> m <1> main <2> make main <2> make make main <2> make make main <2> make main <2> make main <2>,5
255,exec <3>,5
256,exec <3>,5
257,exec <3>,5
258,exec <3>,5
259,cd <1> ls ll lp -dmsa15 <1> rm <1> exit,5
260,cd <1> main <2> m <1> main <2> m <1> main <2> m <1> m <1> main <2> main <2> make main <2> make make main <2> m <1> make make main <2> main <2> make main <2> make make main <2> m <1> main <2> make,5
261,exec <3>,5
262,exec <3>,5
263,exec <3>,5
264,cd <1> make,5
265,cd <1> make make <1> make <1> sheckout <1> checkout <1> make make <1> make <1> make <1> make <1> make <1> exit,5
266,xinit,5
268,rsh <2> make cd <1> cd <1> ll <1> checkout <1> man <1> man <1> xhost <2> xhost - xhost <2> cp <2> cp <2> wc <1> wc <1> wc <1> cd <1> ls mv <2> mkdir <1> cd <1> ll <1> ln -s <2> rm <1> ls <1> rm <1> rm <2> ls <1> ls <1> ls <1> ls <1> ll <1> ll <1> cp <2> ll <1> cp <2> cp <2> cp <2> ll -t <1> cp <2> cp <2> m <1> m <1> qu make <1> make ll -t <1> ll <1> make bg exit,5
269,cd <1> make <1> make make cc <GENSYM:6>/h -g -c <1> make cc <GENSYM:6>/h -g <GENSYM:7>/include -c <1> make cc <GENSYM:6>/h -g <GENSYM:7>/include -c <1> make cc <GENSYM:6>/h -g <GENSYM:7>/include -c <1> make m <1> m <1> parsec -X -N < <1> sp parsec -X -N < <1> m <1> make <1> make <1> cd <1> ls ls <1> cd <1> mkdir <1> mv <2> mv <2> mv <2> rm <1> cd <1> ls rm <1> rm <1> lp -dmsa15 <1>,5
270,cd <1> ls man <1> cd <1> tar <3> m <1> pgp -h mv <2> pgp -es <2> mail <1> < <1> cd <1> rm <1> cd <1> ll <1> mail <1> exit,5
271,xinit exit,5
272,alias <2> alias <2> 1 2 alias <2> 2 1 2,5
273,cd <1> unrm cd ls <1> ls <1> ls ls <1> cd <1> ls cd <1> ls ls ll cd <1> ll cd <1> ll cd <1> ll ls <1> m <1> rm <1> cd <1> cd <1> ls cd <1> pwd cd cd <1> ls pwd m <1> m <1> ls ls <1> cd <1> ls <1> m <1> ll cd <1> ls m <1> ll mv <2> cd <1> rmdir <1> which <1> which <1> which <1> ls <1> m <1> ls <1> ls <1> rm <1> rm <1> ma <1> man ` <1>,5
274,pine exit,5
275,cd <1> who w uptime ps psr ps -auxgwww | grep <1> make <1> make make parsec -X -N < <1> sp parsec -P -N < <1> ls <1> ls <1> ls <1> ls <1> less <1> make make checkout <1> cd <1> main <4> xv bg main <4> main <4>,5
276,w uptime exit,5
277,cd <1> make parsec -P -N < <1> quit qu exit,5
282,qu who xinit,5
283,ls <1> m <1> qls ls <1> ls <1> pwd m <1> ll <1>,5
284,cd <1> ll <1> rm <1> unrm,5
285,cd <1> make parsec -P -N < <1>,5
286,cd <1> ls cd <1> more <1> logout,5
287,cd <1> main <4> main <4> make main <4> make main <4> rm <1> main <4> make main <4> make main <4> xv & make rm <1> rm <1> make sp xv & main <4> rm <1> make main <4> make main <4> make main <4> make main <4> make main <4> make main <4> main <4>,5
288,who cd <1> main <4> exit,5
289,cd <1> parsec -P -N < <1> sp parsec -P -N < <1> exit,5
290,cd <1> cd <1> main <4>,5
291,cd <1> ls qu make main <4> main <4> main <4> main <4> main <4> main <4> main <4> main <4> make make main <4> main <4> main <4> make main <4> main <4> main <4> main <4> main <4> main <4> main <4> main <4> main <4> main <4> main <4> main <4> main <4> main <4> uptime qu,5
292,cd <1> make make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> parsec -P -N < <1> parsec -P -N < <1>,5
293,cd <1> make make ls vi <1> make make make main <4> make main <4> make main <4> make main <4> make main <4> main <3> main <4> main <4> main <4> main <4> main <4> main <4> main <3> main <4>,5
294,cd <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make make make parsec -P -N < <1> parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1> make parsec -P -N < <1>,5
295,cd <1> parsec -P -N < <1> cd <1> ls gzip -9 <3> bg cd <1> parsec -P -N < <1> <GENSYM:9>/parsec -P -N < <1> ln <2> ls ln -s <2> <GENSYM:9>/parsec -P -N < <1> ls ll grep <2> less <1> cd <1> make make cd - <GENSYM:9>/parsec -P -N < <1> grep <2> cd - make bg cd - ll <1> less <1> jobs rm <1> rm <1> <GENSYM:9>/parsec -P -N < <1> cd - grep <2> cd - grep <2> ll <1> m <1> cd - make make cd - <GENSYM:9>/parsec -P -N < <1> grep <2> ll <1> less <1> <GENSYM:9>/parsec -P -N < <1> grep <2> <GENSYM:9>/parsec -P -N < <1> grep <2> cd - cat <1> ls <1> ls -l <1> ll <1>,5
296,cd <1> ll <1> ll <1> less <1> less <1> less <1> <GENSYM:9>/parsec -P -N < <1> <GENSYM:9>/parsec -P -N < <1> grep <2> ll <1> ll <1> cd - cd - cd <1> make cd - <GENSYM:9>/parsec -P -N < <1> grep <2> less <1> cd - cd - <GENSYM:9>/parsec -P -N < <1> grep <2> less <1> <GENSYM:9>/parsec -P -N < <1> cd - make <1> grep <2> grep <2> make,5
297,cd <1> ls rm -P -N <1> < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> ll <1> <GENSYM:10>/parsec -P -N < <1> grep <2> ll <1> less <1> <GENSYM:10>/parsec -P -N < <1> less <1> grep <2> less <1> cd - cd - cd <1> make,5
298,f <1> f <1> f <1> f <1> f <1> f <1> grep <2> cd <1> ls <1> ls <1> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> ls <1> mv <2> rm <1> rm <2> qu cd cd <1> cd <1> ll mkdir <1> mv <2> cp <2> cd <1> cp <2> ls cd <1> ln -s <2> cd <1> ls <1> cd <1> ls <1> ln -s <2> cd <1> ls cd <1> ln -s <2> cd <1> ls cp <2> cat <1> | tr <2> > <1> less <1> cat <1> | tr <2> > <1> <GENSYM:12>/pine2emacs <1> <GENSYM:12>/pine2emacs <1> ls mv <2> mv <2> rm <1> ls rm <1> cd <1> cd cat <1> source <1> source <1> echo <1> source <1> echo <1> emacs & hkgjik ls ls <1> ll emacs -r & vi <1> ls <1> emacs -r & emacs -r & ln -s <2> cat <1> mv <2> ll <1> ll <1> emacs -r -f <1> & ll <1> cp <2> exit,5
299,cd <1> <GENSYM:10>/parsec -P -N < <1> grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> qu cd <1> ls <4> ls - <2> cd <1> ls make make make main <1> ls make make make main <1> make main <1> make main <1> make main <1> make main <1> make make main <1> make make main <1> make main <1> make make amke make amke make make main <1> make main <1> make main <1> main <2> main <1> qu make,5
300,cd <1> cp <1> cp <2> cp <2> gunzip <1> cp <2> make <1> make <1> make <1> make make <1> make <1> grep <2> make make <1> make <1> make <1> make <1> make <1> ls cp <2> ls <1> cp <2> rm <1> make <1> make <1> make <1> make <1> make <1> make <1> make <1> make <1> make <1> make <1> make <1> make <1> cp <2> cd <1> cd <1> ll cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd cd <1> <GENSYM:13>/smooth <2> m <1> cd <1> make <1> cd <1> <GENSYM:13>/smooth <2> <GENSYM:13>/thresh <3> m <1> cd <1> make <1> cd <1> <GENSYM:13>/thresh <3> m <1> m <1> cd <1> make make <1> make <1> make <1> make <1> make <1> make <1> grep <2> make <1> make <1> make <1> cd <1> <GENSYM:13>/smooth <2> cd - make <1> cd <1> <GENSYM:13>/thresh <3> cd - make <1> make <1> make <1> cp <2>,5
301,exec <4>,5
302,exec <4>,5
303,exec <4>,5
304,exec <4>,5
305,exec <4>,5
306,exec <4>,5
307,cd <1> make diff <2> make make make,5
308,cd <1> make make cd <1> <GENSYM:10>/parso <GENSYM:10>/parsec -P -N < <1> <GENSYM:10>/parsec -P -N < <1> make cd - make cd - <GENSYM:10>/parsec -P -N < <1> make cd - make make cd -0 cd - <GENSYM:10>/parsec -P -N < <1> grep <2> ll <1> cd - make cd - grep <2> <GENSYM:10>/parsec -P -N < <1> grep <2> ll <1> cd - cat <1> make cd - <GENSYM:10>/parsec -P -N < <1> grep <2> ll <1> cd - make cd - <GENSYM:10>/parsec -P -N < <1> grep <2> cd - make cd - less <1> rm <1> <GENSYM:10>/parsec -P -N < <1> grep <2> cd - make cd - <GENSYM:10>/parsec -P -N < <1> grep <2> ll <1> cd - cd - cd - make cd - <GENSYM:10>/parsec -P -N < <1> grep <2> less <1> cd - make cd - <GENSYM:10>/parsec -P -N < <1> ll <1> cd - make cd - <GENSYM:10>/parsec -P -N < <1> grep <2> ll <1> less <1> cd - make cd - <GENSYM:10>/parsec -P -N < <1> less <1> cd - make cd - <GENSYM:10>/parsec -P -N < <1> less <1> cd - make cd - <GENSYM:10>/parsec -P -N < <1> less <1> grep <2> qu,5
309,cd <1> make checkout <1> make ls <1> rm <1> make rm <1> make rm <1> make checkout <1>,5
310,ccd <1> make cd <1> make,5
311,pine exit,5
312,cd <1> make make cat <1> cat <1> cat <1> cd <1> ln -s <2> parsec -P -N < <1> ll <1> grep <2> less <1> make cd - make cd - parsec -P -N < <1> ls ll jobs kill <1> rm <1> less <1> cd - make parsec -P -N < <1> ll ll <1> less <1> grep <2> rm <1> rm <1> rm <1> make cd - parsec -P -N < <1> less <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> less <1> less <1> less <1> cd - amke make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> e less <1> cd - make cd - parsec -P -N < <1> less <1> grep <2> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> ll less <1> cd - make cd - parsec -P -N < <1> less <1> ll <1> cd - make cd - parsec -P -N < <1> less <1> ll <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - cd - make make make make make make make cd - parsec -P -N < <1> less <1> cd - cd - less <1> ll <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - less <1> cd - less <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make make cd - parsec -P -N < <1> less <1> less <1> cd - make make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make parsec -P -N < <1> less <1> cd - grep <2> rm <1> rm <1> rm <1> cd - grep <2> rm <1> rm <1> rm <1> make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - cat <1> cat <1> cd - parsec -P -N < <1> less <1> cd - make make make cd - parsec -P -N < <1> less <1> parsec -P -N < <1> grep <2> less <1> cd - make make cd - parsec -P -N < <1> less <1>,5
313,cd <1> make cd <1> parsec -P -N < <1> less <1> ll cd - vi <1> make cd - parsec -P -N < <1> ll <1> make cd - make make make cd - parsec -P -N < <1> parsec -P -N < <1> ll <1> less <1> cd - make make make cd - parsec -P -N < <1> ll <1> less <1> parsec -P -N < <1> ll <1> less <1> cd - cd - less <1> cd - make make make cd - ll <1> parsec -P -N < <1> ll <1> grep <2> less <1> parsec -P -N < <1> grep <2> ll <1> ll <1> less <1> ll <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> exit,5
314,xinit,5
315,which <1> man <1> cat <1> mv <2> cp <2> cat <1> xwininfo xwininfo who cd <1> less <1> cat <1> ll m <1> m <1>,5
317,xinit,5
320,xinit exit,5
322,mail <2> rm <1> mail <1> f <1> f <1> f <1> f <1> ph <1> f <1> f <1> f <1> f <1> <GENSYM:14>/cm -c <1> bg uname -a which <1> jobs kill <1> cd <1> ls less <1> unrm exit,5
323,cd <1> ls parsec -P -N < <1> ll <1> less <1> less <1> less <1> cd <1> make cd - parsec -P -N < <1> ll <1> less <1> less <1> less <1> less <1> less <1> parsec -P -N < <1> less <1> fg ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> less <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> make cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> ll less <1> ll <1> cat <1> cat <1> parsec -P -N < <1> ll <1> less <1> cat <1> parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> parsec -P -N < <1> ll <1> less <1> parsec -P -N < <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> parsec -P -N < <1> ll <1> ll <1> less <1> cd - ll -t cd - cd - ll -t <1> make cd - parsec -P -N < <1> ll -t <1> ll <1> less <1> grep <2> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> cd- cd - make make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> grep <2> less <1> cd - make cd - parsec -P -N < <1> uptime who less <1> grep <2> parsec -P -N < <1> less <1> ll <1> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make make make cd - parsec -P -N < <1> less <1> ll <1> less <1> uptime who cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make make cd - parsec -P -N < <1> less <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - cat <1> vi <1> vi <1> cat <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> cd - parsec -P -N < <1> cd - make cd - parsec -P -N < <1> less <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - cat <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> less <1> less <1> less <1> less <1> cd - make cd - parsec -P -N < <1> less <1> less <1> ll <1> less <1> less <1> cd - make make cd -cd - parsec -P -N < <1> ll <1> ll <1> less <1> less <1> exit,5
324,"pwd ls cd <1> ls more <1> more <1> more <1> more <1> emacs <1> emacs <1> setenv <2> emacs <1> alias more <1> more <1> } } more <1> pp:within,",5
325,exit,5
326,cd <1> make <1> ls cd <1> make <1> cd - make <1> make <1> grep <2> make <1> make <1> make <1> cc -D__gpp__ -g -c <1> make <1> cc -D__gpp__ -g -c <1> cc -D__gpp__ -g -c <1> cc -D__gpp__ -g -c <1> ls ls <1> qu cd <1> gunzip <1> qu cp <2> cd - cd <1> cd <1> ls chmod <2> cd <1> cd - ll <1> chmod <2> cd <1> <GENSYM:13>/data_struct <3> exit,5
327,exec <4>,5
328,exec <4>,5
329,exec <4>,5
330,exec <4>,5
331,xinit,5
333,xinit exit,5
334,bexit exit,5
336,rsh <2> qu exit,5
337,cd <1> make cd <1> parsec -P -N < <1> ll <1> less <1> less <1> cat <1> less <1> less <1> parsec -P -N < <1> ll <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> less <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> less <1> less <1> cd - make cd -0 cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - cp <2> cp <2> cp <2> cd - parsec -P -N < <1> grep <2> cd - cat <1> cd - less <1> parsec -P -N < <1> ll <1> parsec -P -N < <1> grep <2> less <1> parsec -P -N < <1> grep <2> less <1> parsec -P -N < <1> grep <2> less <1> parsec -P -N < <1> grep <2> less <1> parsec -P -N < <1> grep <2> ll <1> cd - cat <1> ls <1> cd - less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> less <1> less <1> less <1> less <1> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> exit,5
338,cd <1> make <1> rm <3> make <1> g++ -D__gpp__ -g -o <1> g++ -D__gpp__ -g -o <1> make <1> make <1> make <1> make <1> make <1> make <1> cat <1> cat <1> make <1> make <1> less <1> make <1> make <1> make <1> make make <1> make <1> cd <1> cd <1> cd <1> data_struct <2> less <1> make <1> data_struct <2> less <1> less <1> make <1> less <1> make <1> less <1> make <1> make <1> run <3> data_struct <3> less <1> data_struct <3> less <1> less <1> less <1> less <1> make <1> make <1> data_struct <3> less <1> exit,5
339,exec <4>,5
340,exec <4>,5
341,exec <4>,5
342,exec <4>,5
343,exec <4>,5
344,exec <4>,5
345,exec <4>,5
346,exec <4>,5
347,exec <4>,5
348,exec <4>,5
349,exec <4>,5
350,exec <4>,5
351,exec <4>,5
352,exec <4>,5
353,exec <4>,5
354,exec <4>,5
355,exec <4>,5
356,exec <4>,5
357,xinit exit,5
