median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,label
293500,9.3125,27,829,114,383,133,33.9,0
59000,2.7958,32,2081,472,1342,411,37.95,1
162800,2.7368,23,2503,532,1735,505,33.92,0
102900,1.5781,32,1218,342,1292,304,34.0,0
54300,2.0109,15,1945,536,515,273,33.4,0
166300,3.6667,26,1151,200,593,188,34.09,0
152500,2.1135,32,1657,579,2071,598,34.07,0
142600,3.0132,30,1384,308,2054,301,34.28,0
150000,2.2059,35,1366,496,2160,497,33.98,0
84400,2.1776,34,1126,256,589,243,38.61,1
210000,1.525,34,479,182,557,170,34.08,0
137500,3.6042,14,1847,439,238,98,37.64,0
350000,3.2059,47,1176,286,564,258,37.72,1
171900,3.0375,25,2171,386,248,116,39.14,1
143100,2.9205,35,1447,335,1630,306,34.25,0
452300,6.4319,34,2319,334,941,356,33.95,0
176000,4.8311,15,3942,661,2240,621,34.03,0
112700,3.7857,16,2686,516,1553,529,38.69,1
68400,2.77,27,1226,240,706,211,36.65,1
190700,3.9107,26,3361,722,2709,648,33.75,0
331800,8.7604,17,2524,332,771,317,32.79,0
184000,4.4536,23,2293,411,969,399,37.98,1
162500,3.0685,13,1907,544,575,234,37.64,0
129400,3.3831,41,1345,272,718,283,38.01,1
172800,2.6667,50,954,217,546,201,37.79,1
191100,4.7266,16,1580,241,917,261,32.92,0
294900,6.5501,22,3592,527,1598,523,33.65,0
188600,3.8681,29,2176,385,1117,374,38.64,1
63800,1.0714,27,418,163,332,141,36.19,0
466100,8.1872,52,3051,381,1005,369,37.82,1
186800,3.0377,47,5077,1271,3348,1106,34.1,0
139300,3.8615,26,1563,286,1145,313,32.61,0
330300,3.37,52,1137,304,754,297,34.08,0
284800,4.2414,52,2071,362,825,364,37.3,1
198800,3.7109,40,1966,391,1120,362,34.04,0
69300,2.59,21,1834,321,1120,314,36.71,0
145500,2.1727,32,2587,681,1246,650,32.76,0
166200,3.7383,35,1994,419,1491,428,33.92,0
273800,4.6452,23,1722,316,865,309,33.68,0
149000,3.3578,35,1853,331,958,340,37.8,1
215400,4.575,36,1651,344,1062,331,37.37,1
287800,5.726,41,1833,355,847,348,33.97,0
406300,4.9,42,1773,360,815,299,33.83,0
160300,1.9704,35,2183,636,3504,623,34.2,0
240000,5.7759,5,2638,521,1179,480,33.67,0
60900,2.4205,43,705,178,464,159,38.61,1
142300,2.6673,38,1212,272,1129,263,33.99,0
84800,3.1361,16,2077,388,1155,389,40.09,1
205400,4.5828,17,5276,1020,4066,984,34.16,0
396800,3.575,52,2700,595,1181,575,37.75,1
135400,2.0651,14,4042,1298,2323,1158,38.46,1
115400,4.1399,18,3977,809,2231,742,34.1,0
162500,3.9583,52,433,69,147,53,34.23,0
425000,2.8528,25,3352,891,1815,860,34.17,0
114300,1.6389,37,1232,330,1086,330,32.66,0
500001,11.0492,34,4448,610,2571,581,37.42,1
500001,8.3695,37,2260,322,941,303,34.22,0
48700,1.8827,20,2236,434,1405,412,36.06,0
294700,4.7604,36,1683,286,740,324,37.33,1
300500,3.4811,44,4505,894,2296,899,34.17,0
343200,4.0,24,2628,527,1389,520,33.08,0
92000,2.3267,12,3652,923,1677,728,33.14,0
278100,5.1104,30,2862,544,1387,542,37.27,1
380900,7.5196,31,2524,349,1003,343,34.08,0
339800,3.9375,28,2466,507,1081,465,33.64,0
96800,3.1014,37,1902,413,955,384,38.52,1
270000,2.0332,33,2437,1283,3906,1084,34.06,0
190000,4.4387,20,7578,1426,3637,1362,37.94,1
181300,2.4167,37,1055,280,538,206,34.09,0
100600,3.375,24,2858,511,1388,512,40.76,1
170800,2.3125,7,1626,325,677,304,36.85,1
152700,2.4167,52,2246,472,1005,449,37.85,1
353600,4.0347,34,2459,489,1139,463,34.16,0
200000,0.7068,49,658,318,467,316,37.33,1
213400,4.6458,24,3983,675,1568,638,33.82,0
153100,2.6726,33,1565,390,759,311,38.51,1
379700,4.0474,34,2622,467,1233,476,34.16,0
275000,3.0774,27,848,300,455,298,32.79,0
78600,4.2375,38,2536,409,1133,430,35.5,0
188300,5.5629,36,1811,320,1005,332,34.09,0
138000,4.3222,15,14281,2511,7540,2245,33.91,0
500001,8.2436,44,2237,347,948,346,37.44,1
197400,3.2,35,708,145,471,153,33.97,0
244600,4.8125,28,3397,597,1397,560,33.68,0
165300,3.8621,42,865,208,811,218,33.81,0
300400,6.5285,19,2034,288,852,295,37.67,1
88200,3.4911,26,2230,410,1155,377,38.7,1
500001,11.0911,20,3370,433,1020,408,33.03,0
163100,2.4398,52,3217,742,1670,671,38.29,1
191900,4.775,24,3403,656,2829,612,37.29,1
355300,5.9039,21,5904,956,2616,916,37.03,1
430300,5.6396,19,7976,1406,3437,1338,37.56,1
42700,1.2617,15,1482,338,1059,279,35.36,0
378100,5.7837,49,1657,266,613,270,37.59,1
264000,4.9005,7,6126,1032,2662,923,33.12,0
111900,4.0234,38,1566,318,981,318,33.9,0
224500,2.9185,27,1887,487,1339,428,34.21,0
125000,3.2125,37,349,79,276,64,34.05,0
64100,2.5,19,683,139,302,111,40.28,1
88400,1.6849,17,5293,1266,1201,599,33.93,0
389200,3.7813,41,3170,622,1091,528,37.9,1
193800,1.9327,10,1320,246,898,228,38.57,1
500001,3.5719,45,3312,880,1157,809,34.07,0
187500,7.3669,16,5895,1424,873,522,32.68,0
210300,4.267,35,2976,518,1424,538,37.68,1
212800,5.1771,17,5391,886,2732,830,33.18,0
177500,2.0173,25,7522,3179,7221,2902,34.07,0
181300,2.4375,29,1005,152,513,149,33.99,0
159500,4.5096,21,4152,703,2255,697,32.85,0
177500,2.875,42,2532,627,2038,591,33.95,0
116100,2.2969,16,1739,478,1235,420,33.88,0
500001,4.1985,34,5419,1183,2002,1138,37.46,1
162500,2.7802,22,1438,364,1325,335,34.07,0
135500,2.9939,31,1318,311,1164,289,34.08,0
99600,2.4943,45,1183,289,900,266,32.68,0
118500,4.0352,34,1503,264,731,285,38.67,1
156900,3.0963,23,6876,1456,2942,1386,38.51,1
147200,2.4297,35,952,271,949,261,33.93,0
85800,2.2833,39,1139,265,623,264,39.74,1
500001,2.4722,52,3446,1360,1768,1245,34.06,0
170900,5.1112,4,2372,361,1017,322,34.49,0
257900,6.2187,37,1694,280,776,271,33.81,0
164300,3.7326,35,2664,541,2033,491,33.97,0
438900,3.0766,52,2994,736,1428,700,37.77,1
98000,3.7125,31,3538,658,1715,663,34.16,0
288700,6.2427,19,4261,678,2621,661,33.85,0
203200,4.1151,22,2956,642,1342,558,33.77,0
283600,4.3523,42,1576,313,697,282,34.1,0
162500,2.875,46,11,11,24,13,34.28,0
95300,2.1985,17,2206,478,1140,428,38.9,1
161700,3.4187,37,1474,343,782,331,37.98,1
187500,2.4306,32,993,285,1044,248,34.2,0
158000,3.1667,36,931,160,746,201,34.05,0
456100,4.8611,39,1489,282,743,270,33.88,0
102900,4.1484,10,829,146,447,173,35.3,0
165400,4.0844,12,3876,782,2146,764,38.34,1
54400,1.4415,36,738,168,737,186,36.56,1
147200,2.02,42,1703,586,2490,581,34.05,0
95000,1.7159,49,2174,481,1861,484,33.99,0
143000,5.4349,33,2266,365,952,360,32.98,0
97200,3.2465,5,2320,502,1245,489,39.11,1
112900,3.7198,13,2903,510,1844,510,34.13,0
173300,4.5,16,959,176,353,185,33.89,0
393100,6.4313,17,6725,1051,3439,1027,37.08,1
63000,1.6875,19,2307,525,1266,437,33.92,0
297300,5.7619,17,4807,838,3059,853,33.88,0
242100,2.8445,35,3227,749,1881,696,33.88,0
293900,6.9664,11,9992,1368,4495,1316,32.66,0
113100,2.5521,36,1135,231,614,227,33.9,0
137200,2.0437,31,3894,1017,3590,962,33.93,0
297100,3.0227,16,1332,368,1534,295,33.87,0
243500,4.7478,27,5532,973,2855,960,37.53,1
98800,1.6911,18,7272,1559,5022,1524,39.72,1
244800,4.66,36,1680,291,744,280,33.8,0
327800,7.143,22,2623,357,838,368,38.56,1
437500,4.4318,52,2332,434,861,406,37.76,1
163500,2.3482,52,1275,218,627,185,38.28,1
102400,3.0455,48,1998,410,1176,382,33.98,0
112200,3.725,32,2118,345,1019,338,38.68,1
165900,6.0424,4,2341,408,1235,431,38.03,1
250000,3.5875,39,1995,564,1202,544,34.17,0
158100,3.5481,35,1005,224,742,221,34.13,0
87500,3.15,14,821,170,477,129,40.69,1
135000,2.1292,23,3999,1182,2051,1130,32.75,0
79500,2.8274,12,782,166,292,164,36.85,1
162100,2.8167,35,1841,300,783,285,38.0,1
228400,2.575,40,1931,449,1367,446,34.08,0
140600,3.1719,32,2893,481,1198,466,37.05,1
71300,2.375,26,48,8,13,8,35.87,1
266300,6.2452,16,1591,225,926,239,33.71,0
81300,1.7393,12,1350,300,423,172,40.56,1
185000,5.3209,26,934,148,519,162,34.44,0
329300,7.674,15,1778,311,908,330,33.86,0
168800,1.9375,42,902,318,1312,323,34.07,0
110400,3.6607,38,796,159,679,167,33.9,0
500001,4.0156,35,1214,300,478,265,33.99,0
85700,3.1953,15,3045,689,1340,588,36.8,1
63300,1.767,15,1371,306,1266,309,36.59,0
500001,9.7821,28,3318,441,1604,404,34.43,1
183800,2.2843,28,1546,465,974,408,34.12,0
150700,2.2813,36,1138,296,1484,320,34.02,0
242900,5.035,15,5614,989,2754,994,34.19,0
326700,5.1664,37,388,83,248,84,34.0,0
220400,3.665,52,695,145,523,170,34.07,0
240700,5.1017,17,2529,423,1756,429,37.35,1
500001,12.2145,19,3625,432,1252,409,37.29,1
98400,1.7411,52,1560,353,670,287,38.11,1
166900,3.2723,39,1302,303,800,291,34.14,0
205400,5.4496,19,3073,506,1773,493,37.99,1
90100,1.1557,34,1462,394,1310,351,33.97,0
189800,4.6875,15,2857,421,1361,382,33.88,0
162500,1.625,8,152,19,1275,20,33.97,0
333700,3.9118,8,3839,852,1342,593,34.37,0
85100,2.4519,39,1322,283,642,292,40.6,1
134400,2.0625,36,1138,238,878,224,33.91,0
144600,2.809,20,2850,737,1855,662,33.9,0
215000,2.5664,52,1787,427,1107,410,34.16,0
97500,1.7772,45,1786,526,1475,460,37.79,1
210000,3.5603,52,2050,429,957,418,34.09,0
312000,6.7559,15,5644,757,2659,783,34.22,0
300000,2.125,52,977,289,412,272,34.43,1
202400,4.7422,23,1422,260,1092,263,33.71,0
254100,5.791,36,844,153,373,160,37.34,1
116000,3.1458,42,943,171,466,203,33.94,0
167000,3.2841,24,2584,520,1869,503,34.13,0
396900,5.539,45,1222,220,492,205,37.54,1
227000,3.7857,16,2704,463,1322,424,33.4,0
500001,4.801,26,6577,1789,2937,1652,34.06,0
500001,11.0124,19,3532,402,1200,426,33.76,0
199000,3.0096,32,978,227,543,211,34.15,0
369100,5.5164,40,2124,449,643,341,36.56,1
22500,0.7917,52,107,79,167,53,37.95,1
95700,2.1944,27,1407,362,1684,350,34.05,0
365900,8.317,32,1835,264,635,263,37.82,1
215800,4.1094,37,1242,221,565,213,33.84,0
205500,3.29,32,4089,975,3775,955,34.07,0
500001,6.8322,25,2355,381,823,358,32.92,0
250800,4.2716,9,3659,652,1889,632,38.53,1
363600,6.8197,44,1877,314,877,320,33.96,0
294200,6.487,4,1812,255,661,211,33.47,0
171400,3.6629,30,1527,256,757,240,37.58,1
261300,4.5833,37,1420,286,886,290,33.87,0
114900,2.2244,24,4043,952,2174,859,34.06,0
258400,3.7798,27,2795,606,1702,586,34.22,0
106300,2.2188,20,1125,231,521,196,39.14,1
98900,1.7986,40,1076,244,705,255,33.92,0
242000,4.7804,17,4138,805,2442,780,33.78,0
146100,2.3456,25,2053,578,1721,507,33.91,0
154600,3.3542,52,1128,207,450,197,38.3,1
197500,3.3036,52,349,59,121,40,37.7,1
289600,4.4375,40,7737,1488,3108,1349,37.99,1
325700,5.4563,10,5294,817,2312,810,33.34,0
53300,1.6522,37,1337,275,767,273,35.31,0
87800,2.7344,35,2042,378,953,356,37.31,1
178300,2.5417,43,2583,633,1544,617,34.15,0
197100,5.0172,34,1692,290,836,289,37.96,1
123400,3.0357,28,1035,275,1545,269,33.89,0
292900,5.2503,49,2812,478,1329,490,34.1,0
109800,2.6719,35,842,201,763,189,33.88,0
124200,3.2188,52,1595,325,823,302,33.97,0
57300,1.6045,36,2332,656,2175,610,35.76,0
404700,5.6188,35,2155,355,866,335,36.98,1
187500,2.3545,33,1150,383,604,317,33.43,0
63700,2.0192,18,2603,576,1616,588,39.75,1
101200,4.5347,12,3174,520,1590,488,36.93,1
500000,5.0365,52,2696,572,925,552,37.8,1
45500,1.3631,28,2130,484,1195,439,39.1,1
463500,6.0362,20,4534,954,1941,892,33.77,0
181300,5.9202,9,1859,307,947,304,32.76,0
307400,3.6,44,2267,426,980,372,34.15,0
371800,8.2364,11,749,137,355,124,37.51,1
56000,2.4786,14,1508,347,1679,345,36.49,1
289300,4.535,19,1795,328,1014,322,33.86,0
128200,3.2344,14,4136,886,2026,788,34.08,0
271400,4.5147,34,1138,205,541,180,38.39,1
182100,4.7159,36,769,142,498,137,33.89,0
219400,5.5145,15,1504,294,1267,291,37.31,1
78400,2.3952,52,2224,418,832,406,36.76,1
96100,2.2618,17,4174,851,1845,780,33.75,0
394700,6.142,44,4420,743,1790,735,37.49,1
222500,4.875,36,1408,250,702,251,33.83,0
87500,4.0167,5,1131,276,520,232,35.65,0
137500,4.0668,14,3464,683,2139,734,32.67,0
246100,4.1064,16,3471,708,1769,691,33.86,0
175700,3.7143,34,2272,558,2164,484,34.21,0
164100,3.3261,30,2227,474,1961,481,34.08,0
132800,3.7431,19,4780,861,3043,766,33.93,0
129200,2.4722,24,1248,226,641,200,36.12,0
224100,3.4,27,3267,762,2099,647,33.9,0
103900,2.3542,43,1378,280,708,280,38.53,1
112800,3.1917,6,5110,1044,1938,724,34.57,0
243800,2.0205,33,3463,1170,1845,1134,34.09,0
88600,2.3578,31,2587,531,1227,489,34.1,0
186100,5.766,30,4494,667,1883,680,32.64,0
186100,3.5507,4,5027,797,1869,686,34.59,0
160900,3.5877,14,9849,1887,4356,1780,37.7,1
149200,2.2326,42,2076,462,1641,436,34.19,0
76400,1.8438,17,1682,332,887,316,40.39,1
500001,5.549,49,2016,299,691,288,37.56,1
95600,2.7652,13,2321,539,1066,497,38.62,1
237500,3.8317,9,1150,287,377,243,37.56,1
418300,6.3064,17,10950,2207,4713,2043,33.77,0
197500,3.5114,41,1382,353,704,314,37.68,1
66400,2.2054,21,1302,327,1244,316,32.98,0
269000,6.4781,37,1402,254,722,251,33.88,0
219000,3.1885,31,3252,834,1411,760,34.17,0
156900,4.6997,17,6709,1198,3954,1161,34.12,0
134200,4.0931,32,5211,949,3025,948,32.85,0
204200,3.0104,15,2290,662,1034,594,32.87,0
218800,3.1149,45,2151,643,1047,579,33.77,0
181800,5.1315,17,1851,344,764,339,33.89,0
168500,3.6512,18,5580,1369,3842,1276,34.04,0
299200,3.6591,52,2535,489,1094,514,37.84,1
166000,1.7981,41,1256,391,1511,381,34.02,0
193500,3.9519,15,4331,699,2046,627,32.64,0
212500,1.3824,46,2150,817,2075,807,37.76,1
386200,5.2951,12,4077,590,1618,540,37.14,1
268400,3.9531,35,3229,616,1879,595,34.05,0
128100,3.2708,26,1725,431,1130,404,33.97,0
271200,5.0767,25,3160,507,1514,523,34.44,1
88400,3.865,30,2897,506,1508,478,38.69,1
101500,2.0091,21,1795,482,1114,472,38.0,1
495500,5.4591,31,2536,429,990,424,34.15,0
167300,2.067,31,2017,462,1462,457,34.06,0
141300,4.0819,14,10098,1545,701,254,39.28,1
500001,10.1882,38,4715,691,1660,637,34.04,0
321300,6.9712,5,25187,3521,11956,3478,34.26,0
82100,1.7206,21,418,132,401,120,34.07,0
92900,1.3963,41,1486,509,2312,541,33.99,0
168000,3.3472,45,1006,230,1237,237,33.87,0
135000,3.676,12,3861,795,2129,806,38.28,1
243100,3.2279,34,4314,878,2361,831,34.44,0
157100,3.5104,29,5055,1036,410,191,34.3,0
97900,2.2417,15,2061,465,573,196,38.72,1
177700,3.35,38,1446,327,980,319,33.8,0
131800,3.2303,23,2864,504,1298,499,38.13,1
268800,3.5335,21,5041,1491,2719,1420,34.04,0
314300,2.0625,15,1112,256,411,245,34.4,0
183600,4.6324,16,3741,698,1938,658,38.32,1
100000,1.5809,34,584,176,625,166,33.68,0
232200,5.0855,26,1932,280,886,289,34.22,0
138100,4.875,5,1473,228,842,257,34.08,0
162500,2.1406,45,531,164,722,166,34.06,0
457300,5.4088,39,1819,291,770,278,34.18,0
139200,4.2985,12,7923,1470,4861,1385,33.96,0
244500,3.692,46,1396,294,608,246,34.16,0
61600,2.2169,21,2004,385,1397,398,36.11,1
237000,3.0417,25,3309,902,2299,837,33.9,0
112500,1.9464,16,1326,286,509,297,37.79,1
122300,2.4943,29,3436,731,1323,676,34.05,0
500001,5.6916,30,2170,318,984,309,34.12,0
110100,2.5335,8,5528,1073,1674,918,33.72,0
300900,5.5926,30,2270,359,974,351,37.92,1
167500,3.2062,6,2833,628,1717,589,34.05,0
246400,3.6875,34,1843,442,861,417,34.18,0
279300,7.5845,25,1730,226,721,243,37.27,1
414000,5.1439,21,3951,562,1392,543,33.43,0
58700,1.7994,42,2093,470,1621,438,36.76,1
294900,7.1572,25,4061,545,1623,527,33.76,0
365200,4.9375,44,1462,240,562,237,33.97,0
368300,6.7718,19,2237,433,1158,426,37.36,1
239200,2.5739,22,3380,790,2199,737,34.19,0
121400,3.1353,22,6072,1802,4715,1666,33.74,0
215000,5.2497,4,3305,644,1693,597,33.66,0
113900,4.1528,35,1764,325,1094,353,33.94,0
236400,3.875,39,1880,367,954,349,34.05,0
171700,2.8281,30,2582,650,1098,603,32.77,0
248500,4.1458,52,1049,185,374,176,37.76,1
58200,1.5676,43,2251,542,1479,512,40.57,1
67800,1.0349,6,958,226,734,230,36.19,0
75700,2.2794,23,2363,449,1168,410,36.99,1
178000,4.0417,34,912,165,522,150,34.12,0
60400,1.275,23,1712,403,1370,377,32.79,0
226100,5.2589,17,1875,472,900,406,33.72,0
179500,4.0507,30,2596,580,1662,539,33.88,0
158200,4.6694,28,2862,478,1384,463,34.89,1
278600,5.6436,6,7916,1293,2741,1204,33.05,0
480800,6.3892,17,6645,1034,2557,1032,37.52,1
192300,2.3224,18,2609,721,2221,703,34.06,0
141700,3.0,43,1485,270,653,251,38.44,1
330800,5.4949,32,3747,665,1687,649,37.38,1
100000,1.2375,52,979,314,975,297,32.71,0
103200,2.2125,34,1552,444,2093,413,33.9,0
53500,2.0363,31,1465,303,1013,297,36.39,0
185700,2.1793,36,1441,534,1809,500,34.11,0
192900,2.5301,24,1395,396,1478,404,33.64,0
256000,5.4217,46,1747,312,770,296,33.88,0
138500,2.25,34,1696,456,1609,426,34.07,0
69600,2.5405,15,6928,1529,2568,1075,34.06,0
246800,4.4028,33,2263,430,900,382,34.02,0
265900,6.7821,16,2984,406,1317,397,37.95,1
162500,1.2206,20,1255,360,1201,318,33.79,0
322700,4.1319,43,1452,397,897,393,37.78,1
148900,4.0039,36,1210,236,981,239,37.48,1
429000,7.7307,34,1966,319,980,297,34.13,0
500001,7.9029,37,1287,197,510,206,37.45,1
254100,6.075,19,3995,554,1523,509,34.13,0
328100,3.0833,52,1786,427,856,394,37.74,1
169100,2.7366,40,1630,543,1568,510,34.08,0
255400,5.0258,32,2098,378,1036,385,33.94,0
76400,1.9728,33,4988,1169,2414,1075,38.58,1
151400,5.4903,23,2592,414,1401,431,32.85,0
311100,6.2517,25,2799,388,1348,389,33.99,0
187500,2.7273,25,6526,1902,5917,1812,37.97,1
213200,3.5313,36,2679,548,1605,533,34.1,0
208300,2.4048,33,2691,726,2390,681,34.04,0
202800,5.6454,33,2161,383,1235,383,33.9,0
90100,3.8571,24,3756,681,1586,739,36.8,1
92400,1.0617,15,2422,774,2120,715,32.75,0
136500,0.8691,18,549,143,249,136,38.78,1
92200,1.7245,21,2046,580,952,353,38.95,1
79400,1.625,34,1747,395,935,362,37.96,1
95500,1.6789,20,1701,503,1482,465,32.75,0
249200,4.8359,25,7060,1159,3903,1139,33.68,0
111700,3.8355,38,1810,371,1257,354,34.08,0
190600,1.9336,38,1864,515,1768,439,34.05,0
191800,3.4643,30,2958,691,1616,666,36.6,1
500001,5.0106,33,3994,990,1647,931,33.81,0
50800,2.8323,40,4164,812,1998,773,35.17,0
163500,2.6181,24,807,174,585,166,37.78,1
368900,4.2708,52,2082,425,801,411,37.75,1
57000,1.7885,32,1852,373,911,365,39.37,1
75000,2.4583,35,404,96,261,100,37.77,1
229000,5.0166,21,1375,259,728,258,34.42,0
340900,6.9051,5,14684,2252,4276,1722,37.9,1
276600,3.623,39,5264,1259,3057,1265,37.47,1
188400,5.1473,16,4478,647,1990,672,37.66,1
73900,1.7694,28,3308,766,3201,720,37.92,1
150000,3.3125,43,500,110,273,120,37.69,1
147100,2.5517,52,1736,358,638,297,38.05,1
186300,2.4942,32,1792,411,1131,381,33.83,0
234900,5.0641,31,1398,261,823,263,33.87,0
122500,1.5517,31,1235,387,816,397,32.76,0
398900,4.6944,52,1833,324,735,306,37.97,1
250000,6.86,33,1809,261,808,219,37.75,1
113600,3.625,6,5129,1119,2533,949,34.05,0
244800,5.0309,29,2421,402,1120,388,34.2,0
225000,2.0385,47,858,170,365,171,34.17,0
186900,5.4381,42,1342,243,615,208,33.98,0
309700,6.2778,36,1561,252,740,253,33.84,0
130600,4.3658,4,20982,3392,10329,3086,38.47,1
342300,4.9732,34,4135,687,2154,742,37.63,1
65000,1.6952,39,2617,659,2052,642,37.64,1
278900,4.0714,21,3079,509,1431,480,33.89,0
168800,0.7473,22,3313,1235,2381,1063,34.03,0
418400,5.1545,37,1462,306,678,322,34.43,1
109000,4.7222,6,1068,182,999,188,34.19,0
160100,2.7472,22,3182,822,2661,746,34.31,0
345000,4.95,45,1812,336,752,329,37.5,1
418800,5.1708,41,1309,221,534,228,34.01,0
209100,3.7813,36,690,109,316,104,33.84,0
97500,2.6921,19,3720,636,1304,607,39.51,1
500001,9.9071,30,2629,331,956,319,33.9,0
108600,2.1029,28,800,149,450,158,38.69,1
133300,2.375,33,349,124,460,83,34.02,0
50900,1.6103,44,2450,575,1330,508,36.07,0
311600,5.0453,33,2757,489,1201,481,37.37,1
365500,6.4242,12,4235,735,1798,683,33.86,0
175000,1.4012,52,1087,371,3337,350,37.87,1
170300,1.9903,18,2287,662,1804,537,33.88,0
279500,5.215,6,2307,386,910,364,34.27,0
125900,3.8869,10,3659,650,1476,515,33.68,0
155700,4.8889,18,6025,1062,3360,1028,34.11,0
83300,1.8125,37,2045,502,1920,472,32.7,0
156300,4.7708,48,977,194,446,180,37.77,1
214800,6.0434,27,5929,932,2817,828,34.08,0
110300,2.9554,32,3451,625,1968,574,36.5,0
165000,2.7,32,790,151,380,142,39.44,1
349500,4.375,52,1596,276,642,273,37.74,1
500001,15.0001,52,1447,186,483,181,37.79,1
125700,2.3125,48,1188,227,471,219,39.24,1
193100,5.7021,15,4905,711,2711,762,34.0,0
500001,11.6471,50,1835,231,636,211,34.12,0
199600,4.6556,23,4066,819,2105,737,34.11,0
500001,4.1618,52,3421,598,1203,564,34.07,0
163400,3.7188,18,3548,880,1476,699,38.25,1
137500,1.4167,20,427,118,402,105,33.96,0
121500,4.0125,20,1811,352,1191,327,37.81,1
381200,4.5687,32,2815,607,1338,609,33.82,0
111900,3.4559,44,3013,563,1353,512,38.1,1
58000,1.6315,29,3041,683,2106,687,39.26,1
63800,2.9688,16,1027,199,673,193,36.99,1
363200,4.1861,52,1010,244,573,242,33.99,0
206400,2.5865,42,1149,264,703,232,36.96,1
370800,3.5729,17,2737,654,910,492,33.4,0
81800,1.125,18,3844,969,1832,845,38.94,1
271500,3.6991,19,3694,1036,2496,986,37.34,1
197000,4.75,35,2277,420,1353,413,37.53,1
73400,2.3293,31,2164,456,959,463,36.78,1
301700,3.2813,37,1335,286,539,279,34.15,0
119600,4.2679,33,2815,485,1447,489,34.68,0
258100,5.4225,17,1777,328,1235,329,37.39,1
17500,2.3667,39,493,168,259,138,34.15,0
145700,4.0109,23,2062,376,1302,379,33.21,0
102000,2.0562,41,1547,415,1024,341,37.77,1
400000,4.7773,37,997,262,531,282,33.74,0
99200,4.0217,9,3297,568,1749,568,36.09,0
485400,8.3209,12,4711,659,2089,621,37.81,1
477100,10.157,8,7326,884,2569,798,33.83,0
66900,1.8362,36,1942,414,1051,411,35.36,0
375400,9.0055,28,2696,346,947,356,33.88,0
169600,4.1739,40,1060,256,667,235,37.79,1
247600,5.2955,23,2630,404,1184,385,34.17,0
164700,2.8072,23,2459,689,2720,598,33.83,0
309400,3.3177,46,2609,593,1055,585,34.16,0
185300,5.1433,16,2718,438,1515,431,32.93,0
230200,5.1727,35,2016,365,1083,369,33.86,0
156100,2.3444,30,1735,573,2237,545,33.98,0
302500,6.7418,23,4095,578,1766,589,33.73,0
97800,3.2723,9,4855,872,2098,765,34.09,0
251300,3.925,37,1755,325,699,321,37.35,1
281300,3.775,47,737,126,370,136,37.7,1
153100,2.1179,18,2329,580,1538,567,32.59,0
355600,4.0625,52,1970,495,871,474,37.75,1
101300,3.003,18,704,176,520,154,37.35,1
266000,4.4732,36,1933,341,958,335,33.96,0
160700,3.4167,44,1186,225,687,234,37.49,1
305800,2.6042,37,2586,765,1801,737,34.0,0
147500,3.7083,26,503,69,293,59,33.92,0
186300,3.4583,31,2265,537,1617,507,33.84,0
162600,2.6506,33,3687,852,3091,852,37.47,1
484700,7.1615,36,1401,218,667,225,34.16,0
175000,3.4527,22,2020,466,1010,429,32.78,0
127200,4.0473,9,11654,2100,7596,2127,33.91,0
365100,5.3738,35,2159,343,833,335,33.88,0
236500,4.2143,22,2750,433,1161,428,38.84,1
214000,4.1674,10,3163,832,1537,797,37.28,1
225800,4.8519,46,2451,472,1163,448,37.32,1
128900,4.0357,17,2026,338,873,313,40.74,1
73500,3.5562,16,2470,830,1170,724,32.78,0
114700,3.2219,31,1636,380,1468,339,36.51,1
175000,2.375,41,395,164,549,184,37.33,1
318100,3.2289,21,4617,1101,2891,1031,34.22,0
331200,3.5909,52,2245,425,1091,409,37.76,1
192500,2.3147,38,2387,748,1537,741,34.28,0
159500,2.3171,7,10665,2576,4917,2424,33.14,0
162700,3.8672,42,1007,224,776,228,33.9,0
67300,3.2702,24,2359,462,2048,476,38.48,1
212900,4.6437,19,2926,476,1349,480,38.65,1
140600,3.0927,23,5759,1258,3108,1202,32.79,0
186500,3.9107,27,574,103,321,103,34.04,0
393200,6.6125,42,2171,362,887,347,37.93,1
55300,2.0817,40,1703,362,1208,373,37.95,1
409800,4.925,46,1508,276,639,273,34.04,0
191800,3.4286,32,1747,399,1199,402,34.09,0
99500,3.3987,37,3278,623,1431,575,38.14,1
175000,1.9127,15,1655,626,1549,582,33.88,0
158000,4.0556,16,5418,1005,2690,1088,33.89,0
106900,1.8917,43,1258,381,1276,358,34.0,0
277200,4.0536,34,2744,541,1333,503,33.96,0
326700,4.1451,26,2711,508,1372,459,33.72,0
96000,2.2466,30,1694,312,1008,321,36.64,1
431800,9.2873,26,4516,611,1714,581,34.29,0
172200,3.2415,32,3771,741,1786,721,38.44,1
112500,3.1194,17,1671,378,848,351,38.6,1
225000,1.6875,38,898,259,106,52,34.19,0
259500,5.4193,17,2281,359,1226,394,37.23,1
291500,4.1419,45,1672,344,838,314,37.75,1
50400,1.5433,11,1294,314,713,290,36.32,1
150000,3.6034,16,1414,463,793,439,34.44,1
224600,4.6087,36,2565,458,1155,443,33.81,0
130600,4.0458,12,5127,998,2749,976,38.32,1
69700,3.335,11,3136,620,2013,583,36.19,0
353000,5.2486,19,2023,392,955,328,37.05,1
231200,5.1602,16,1755,410,674,410,37.34,1
205100,4.1731,36,1340,221,848,244,34.05,0
398100,5.316,33,3262,668,1411,626,37.43,1
