openml_task_id,openml_interval_start,openml_interval_end,openml_classifier_moa.WEKAClassifier_J48(1),openml_classifier_moa.LeveragingBag_HoeffdingTree(1),openml_classifier_moa.WEKAClassifier_SMO_PolyKernel(1),openml_classifier_moa.kNN(1),openml_classifier_moa.WEKAClassifier_OneR(1),openml_classifier_moa.LeveragingBag_kNN(1),openml_classifier_moa.OzaBoost_HoeffdingTree(1),openml_classifier_moa.HoeffdingTree(1),openml_classifier_moa.SGD(1),openml_classifier_moa.NaiveBayes(1),openml_classifier_moa.WEKAClassifier_REPTree(1),openml_classifier_moa.OzaBag_HoeffdingTree(1),openml_classifier_moa.SPegasos(1),meta_REPTreeDepth2ErrRate,meta_J48.00001.ErrRate,meta_NBErrRate,meta_MeanMutualInformation,meta_NBAUC,meta_DecisionStumpKappa,meta_HoeffdingDDM.warnings,meta_NoiseToSignalRatio,meta_RandomTreeDepth3AUC_K=0,meta_PercentageOfNumericAtts,meta_EquivalentNumberOfAtts,meta_HoeffdingDDM.changes,meta_ClassEntropy,meta_NaiveBayesDdm.changes,meta_NumNominalAtts,meta_REPTreeDepth3AUC,meta_MeanAttributeEntropy,meta_MeanKurtosisOfNumericAtts,meta_REPTreeDepth3Kappa,meta_J48.001.ErrRate,meta_NumNumericAtts,meta_ClassCount,meta_J48.00001.AUC,meta_PercentageOfBinaryAtts,meta_DecisionStumpAUC,meta_RandomTreeDepth1AUC_K=0,meta_REPTreeDepth2Kappa,meta_PositivePercentage,meta_J48.0001.ErrRate,meta_MinNominalAttDistinctValues,meta_RandomTreeDepth2AUC_K=0,meta_MeanMeansOfNumericAtts,meta_J48.0001.kappa,meta_MeanNominalAttDistinctValues,meta_J48.00001.kappa,meta_PercentageOfNominalAtts,meta_REPTreeDepth1Kappa,meta_NegativePercentage,meta_NumBinaryAtts,meta_NaiveBayesDdm.warnings,meta_MaxNominalAttDistinctValues,meta_J48.001.AUC,meta_J48.0001.AUC,meta_NBKappa,meta_REPTreeDepth1AUC,meta_NaiveBayesAdwin.changes,meta_REPTreeDepth3ErrRate,meta_DecisionStumpErrRate,meta_MeanStdDevOfNumericAtts,meta_Dimensionality,meta_REPTreeDepth2AUC,meta_StdvNominalAttDistinctValues,meta_HoeffdingAdwin.changes,meta_MeanSkewnessOfNumericAtts,meta_DefaultAccuracy,meta_REPTreeDepth1ErrRate,meta_J48.001.kappa,meta_NumAttributes,label
2151,21000,22000,0.490773,0.535409,0.502909,0.476591,0.422455,0.476727,0.520364,0.521955,0.314182,0.512636,0.5085,0.523227,0.315682,50.9,51.7,47.7,0.039757,0.692414,0.122921,0,30.090183,0.632569,0.2,39.07034,0,1.55332,0,7,0.650125,1.236053,-0.11943,0.250152,51.7,2,3,0.623914,0.3,0.581905,0.611373,0.228222,0.238,51.7,2,0.635254,17.933117,0.184419,3.142857,0.184419,0.7,0.222078,0.391,3,0,4,0.623914,0.623914,0.275549,0.63326,0,48.4,56.1,5.280587,0.01,0.644361,1.069045,0,0.652614,0.391,52.5,0.184419,10,1
188,529000,530000,0.599032,0.914604,0.586808,0.9196,0.59477,0.91956,0.898766,0.802919,0.671517,0.608515,0.580477,0.831962,0.82586,7.3,1.9,12.6,0.014109,0.965446,0.587091,9,-71.874978,0.876375,0.30137,-70.874978,4,-1.0,6,50,0.935313,-1.0,-0.530822,0.892971,1.9,22,10,0.981933,0.60274,0.792805,0.621615,0.835081,0.0,1.9,2,0.754211,2.414338,0.957537,2.3,0.957537,0.684932,0.587091,0.706,44,6,7,0.981933,0.981933,0.728781,0.792805,5,4.6,17.8,0.056572,0.073,0.91805,0.909137,5,-0.041876,0.706,17.8,0.957537,73,10
190,109000,110000,0.677982,0.864527,0.7843,0.831536,0.513182,0.832364,0.867264,0.855918,0.509136,0.856755,0.700718,0.8666,0.886309,30.1,25.0,12.8,-1.0,0.926578,0.323198,0,-1.0,0.776265,0.909091,-1.0,0,-1.0,0,0,0.783831,-1.0,-1.211139,0.46566,24.8,10,5,0.742772,0.0,0.685857,0.666724,0.395315,0.0,24.3,-1,0.754327,0.49731,0.514583,-1.0,0.50003,0.0,0.323278,0.515,0,0,-1,0.755572,0.754649,0.743492,0.685723,0,26.6,34.1,0.288919,0.011,0.732037,-1.0,0,0.028238,0.515,34.1,0.504862,11,6
2162,54000,55000,0.828255,0.877891,0.868145,0.847964,0.755145,0.847982,0.8708,0.8672,0.617982,0.866818,0.811218,0.869818,0.510073,22.7,24.7,13.9,0.109793,0.93107,0.543719,0,9.306492,0.867209,0.428571,9.548863,0,1.048401,0,7,0.853901,1.131583,0.215898,0.625302,16.3,6,5,0.782362,0.214286,0.761489,0.734782,0.543719,0.001,21.5,2,0.811333,96.654318,0.574763,2.714286,0.507183,0.5,0.543719,0.547,3,0,4,0.854928,0.803391,0.720964,0.764049,0,18.6,22.7,16.796101,0.014,0.764049,0.755929,0,0.51115,0.547,22.7,0.672741,14,1
183,71000,72000,0.924542,0.925792,0.927264,0.924528,0.927736,0.924528,0.923972,0.924347,0.924528,0.924486,0.924542,0.9245,0.912014,8.0,7.9,8.5,0.006398,0.67515,0.046315,0,-157.308941,0.567114,0.0,76.169213,0,0.487299,0,29,0.5,-1.0,0.0,0.0,7.9,0,4,0.527083,0.666667,0.540974,0.516692,0.0,0.002,7.9,1,0.525308,0.0,0.054164,2.241379,0.054164,0.966667,0.0,0.92,20,0,5,0.527083,0.527083,0.10466,0.5,2,8.0,7.8,0.0,0.03,0.5,0.739458,0,0.0,0.92,8.0,0.054164,30,8
189,99000,100000,0.69407,0.92402,0.69868,0.90534,0.65464,0.90563,0.88202,0.82507,0.66751,0.74746,0.69278,0.84497,0.82341,6.8,4.3,11.9,0.006462,0.929853,0.658996,12,-155.755859,0.801137,0.181818,-154.755859,6,-1.0,9,44,0.867592,-1.0,0.418051,0.776086,4.3,10,7,0.937545,0.8,0.843806,0.702849,0.768339,0.0,4.3,2,0.830416,0.46297,0.864524,2.0,0.864524,0.8,0.632933,0.805,44,13,2,0.937545,0.937545,0.666263,0.836204,2,6.6,11.7,0.124409,0.055,0.867153,0.0,2,0.104638,0.805,12.1,0.864524,55,1
2130,717000,718000,0.342351,0.359169,0.407117,0.353837,0.111118,0.355623,0.175081,0.505556,0.044341,0.438742,0.321136,0.536429,0.03895,85.4,66.8,65.4,-1.0,0.838376,0.039471,0,-1.0,0.705929,0.941176,-1.0,0,4.675791,0,0,0.731523,-1.0,0.140945,0.133708,66.9,16,26,0.720038,0.0,0.616616,0.607912,0.102129,0.023,67.0,-1,0.693984,5.910578,0.301559,-1.0,0.303371,0.0,0.039471,0.054,0,0,-1,0.705044,0.711201,0.318746,0.616616,3,82.8,91.0,2.255696,0.017,0.692794,-1.0,0,0.286104,0.054,91.0,0.302928,17,4
2159,624000,625000,0.899163,0.98507,0.972699,0.963789,0.493016,0.964101,0.984339,0.976882,0.468027,0.986277,0.895955,0.984424,0.456794,25.6,12.8,1.9,0.381727,0.99926,0.31878,0,2.328634,0.8901,0.028571,6.337124,0,2.419055,0,33,0.936009,1.270631,-0.840418,0.74841,12.8,1,6,0.944058,0.028571,0.7914,0.685393,0.672956,0.053,12.8,2,0.821668,35.159904,0.83867,3.909091,0.83867,0.942857,0.313238,0.315,1,0,4,0.942985,0.944058,0.976105,0.788164,5,19.8,51.8,15.220971,0.035,0.916662,0.384353,6,0.167366,0.315,51.4,0.838501,35,3
2165,8000,9000,0.802556,0.895111,0.815889,0.878889,0.774,0.879333,0.882222,0.869778,0.731556,0.871111,0.774889,0.875444,0.678444,16.2,15.0,12.5,0.041479,0.909377,0.446521,0,18.066682,0.837318,0.3,17.548162,0,0.727888,0,13,0.787757,0.790875,1.666507,0.556929,15.0,6,2,0.670708,0.65,0.697186,0.6974,0.446521,0.203,15.0,2,0.759251,49.149815,0.451927,2.0,0.451927,0.65,0.446521,0.797,13,0,2,0.670708,0.670708,0.622703,0.697186,0,13.1,16.2,30.15454,0.02,0.697186,0.0,0,1.024241,0.797,16.2,0.451927,20,1
195,180000,181000,0.674873,0.835663,0.490608,0.884481,0.39574,0.884431,0.755392,0.693641,0.166536,0.524304,0.63937,0.742641,0.194972,62.7,31.7,55.5,-1.0,0.740689,0.057374,0,-1.0,0.708222,0.909091,-1.0,0,2.205626,0,0,0.71289,-1.0,0.177638,0.257084,30.6,10,5,0.829651,0.0,0.574786,0.565314,0.130478,0.085,31.3,-1,0.650178,0.489481,0.591347,-1.0,0.587711,0.0,0.057374,0.297,0,0,-1,0.821151,0.825156,0.264766,0.574786,0,54.6,66.7,0.338307,0.011,0.622272,-1.0,0,-0.076833,0.297,66.7,0.600166,11,10
200,688000,689000,0.842678,0.889945,0.848868,0.866353,0.681862,0.866736,0.877001,0.858335,0.842926,0.853179,0.843334,0.861824,0.789104,17.0,17.1,12.9,-1.0,0.843772,0.176748,0,-1.0,0.806909,0.75,-1.0,0,0.848548,0,0,0.798616,-1.0,-1.180743,0.618788,17.1,3,2,0.752288,0.0,0.703659,0.703659,0.49771,0.275,17.1,-1,0.785495,5.01836,0.50334,-1.0,0.50334,0.0,0.189311,0.725,0,0,-1,0.752288,0.752288,0.639463,0.617497,0,14.0,27.9,2.857654,0.004,0.701011,-1.0,0,-0.016691,0.725,27.0,0.50334,4,1
2132,67000,68000,0.837662,0.892441,0.871368,0.85975,0.713338,0.86,0.885574,0.868574,0.541574,0.857529,0.808618,0.872662,0.541574,26.1,19.2,14.0,0.080823,0.941924,0.438293,0,13.088761,0.815741,0.157895,15.160936,0,1.225345,0,15,0.787023,1.138689,6.691565,0.541886,19.7,3,4,0.821225,0.473684,0.723468,0.690724,0.491538,0.012,19.1,2,0.745422,2.101974,0.635074,2.933333,0.632202,0.789474,0.438293,0.517,9,0,8,0.833039,0.823747,0.740029,0.735213,0,23.5,29.1,1.037151,0.019,0.757189,1.624221,0,2.002861,0.517,29.1,0.625619,19,1
2167,604000,605000,0.742053,0.888291,0.872382,0.829982,0.521387,0.829873,0.878083,0.869226,0.567145,0.845825,0.746491,0.884618,0.550375,38.4,28.2,14.2,-1.0,0.972868,0.312535,0,-1.0,0.811778,0.97561,-1.0,0,1.58373,0,0,0.825708,-1.0,-0.440393,0.544286,28.8,40,3,0.82263,0.0,0.665235,0.687161,0.42119,0.319,28.5,-1,0.764235,0.89745,0.572219,-1.0,0.576768,0.0,0.279971,0.352,0,0,-1,0.793516,0.811738,0.786316,0.700514,0,30.3,45.4,1.265182,0.041,0.768483,-1.0,0,0.029557,0.352,47.5,0.567495,41,1
189,492000,493000,0.605809,0.910911,0.584199,0.918116,0.598288,0.918079,0.898503,0.807067,0.610945,0.610312,0.577775,0.837957,0.760878,36.4,11.2,31.4,0.010828,0.777883,0.056171,16,-93.35491,0.738069,0.181818,-92.35491,13,-1.0,13,44,0.72114,-1.0,0.464394,0.328321,8.3,10,7,0.939806,0.8,0.592428,0.645698,0.242248,0.0,8.9,2,0.715918,0.456924,0.832209,2.0,0.786902,0.8,0.15151,0.56,44,17,2,0.946587,0.944163,0.42878,0.603403,3,33.4,42.4,0.135033,0.055,0.673198,0.0,4,0.415512,0.56,40.2,0.843816,55,10
191,82000,83000,0.738614,0.883265,0.913795,0.832904,0.561265,0.834217,0.881627,0.884458,0.50106,0.935614,0.73794,0.894434,0.882554,34.4,28.3,10.9,-1.0,0.946098,0.28345,0,-1.0,0.742228,0.909091,-1.0,0,-1.0,0,0,0.731205,-1.0,-1.187437,0.399577,26.7,10,5,0.723635,0.0,0.655572,0.633738,0.30797,0.0,28.0,-1,0.691675,0.500428,0.441109,-1.0,0.435175,0.0,0.272791,0.508,0,0,-1,0.7671,0.722283,0.781784,0.655216,1,30.0,35.8,0.287703,0.011,0.678364,-1.0,5,-0.00728,0.508,36.4,0.466017,11,3
2159,182000,183000,0.896809,0.984585,0.970568,0.963612,0.492497,0.963967,0.98276,0.974617,0.467989,0.986383,0.893749,0.984519,0.437077,34.8,13.5,2.0,0.395115,0.99936,0.32679,0,2.241746,0.894284,0.028571,6.1376,0,2.425058,0,33,0.917739,1.280862,-0.797763,0.691974,13.5,1,6,0.93562,0.028571,0.770642,0.769323,0.554785,0.059,13.5,2,0.874661,37.598955,0.830216,3.909091,0.830216,0.942857,0.349323,0.312,1,0,4,0.935154,0.93562,0.974868,0.759701,2,24.2,49.4,15.279797,0.035,0.873423,0.384353,7,0.034962,0.312,49.2,0.830216,35,3
2150,2000,3000,0.364667,0.646,0.514,0.649,0.171333,0.647,0.644333,0.648667,0.171333,0.649,0.362667,0.641333,0.106,70.5,55.4,37.4,-1.0,0.927302,0.100564,0,-1.0,0.769208,0.979167,-1.0,0,3.317968,0,0,0.780698,-1.0,0.294943,0.339332,55.9,47,10,0.757693,0.0,0.658189,0.65929,0.214546,0.09,55.6,-1,0.724817,88.355761,0.381703,-1.0,0.383782,0.0,0.094191,0.114,0,0,-1,0.740618,0.744542,0.584138,0.663382,0,59.3,80.2,39.824842,0.048,0.745911,-1.0,0,0.749461,0.114,80.9,0.378537,48,10
174,594000,595000,0.774484,0.908338,0.879235,0.821642,0.317724,0.821627,0.906017,0.891859,0.046773,0.901353,0.676775,0.902892,0.029637,45.2,28.2,12.3,0.378732,0.9893,0.12861,0,1.745282,0.840614,0.0,10.105616,0,3.827316,0,35,0.85502,1.039725,0.0,0.554249,28.2,0,19,0.91074,0.444444,0.724934,0.751574,0.495075,0.011,28.1,2,0.812623,0.0,0.691471,2.857143,0.690477,0.972222,0.224584,0.137,16,0,7,0.907294,0.910348,0.865121,0.756797,6,40.1,76.5,0.0,0.036,0.848052,1.088519,2,0.0,0.137,68.3,0.690257,36,1
122,555000,556000,0.935088,0.954888,0.923777,0.859637,0.673862,0.861387,0.950137,0.948272,0.877732,0.850858,0.932428,0.949915,0.912151,18.3,7.7,13.6,0.01871,0.928469,0.312304,0,-54.447636,0.750286,0.0,53.408149,0,0.999261,0,36,0.92184,-1.0,0.0,0.811372,7.7,0,2,0.936117,0.918919,0.654202,0.626045,0.631191,0.484,7.7,2,0.712085,0.0,0.845615,2.055556,0.845615,0.972973,0.327466,0.516,34,0,3,0.936117,0.936117,0.727232,0.701518,0,9.4,35.1,0.0,0.037,0.874227,0.232311,0,0.0,0.516,33.9,0.845615,37,1
196,963000,964000,0.663578,0.88557,0.48877,0.893001,0.381197,0.89304,0.836048,0.791338,0.166414,0.521095,0.636837,0.842526,0.174656,60.1,32.5,50.9,-1.0,0.774251,0.106304,0,-1.0,0.731974,0.909091,-1.0,0,2.203655,0,0,0.701543,-1.0,0.101383,0.244948,30.0,10,5,0.844118,0.0,0.595288,0.562337,0.171002,0.077,30.5,-1,0.618135,0.496695,0.601968,-1.0,0.57539,0.0,0.110678,0.292,0,0,-1,0.844071,0.843731,0.331322,0.597595,0,56.7,64.9,0.339865,0.011,0.647981,-1.0,0,-0.002669,0.292,64.6,0.608711,11,2
2166,865000,866000,0.348846,0.567438,0.321184,0.356418,0.173274,0.356618,0.680241,0.693348,0.090812,0.370128,0.290365,0.708371,0.101736,87.0,73.2,69.6,0.034955,0.776508,0.066584,0,55.188709,0.637374,0.714286,98.764006,0,3.45227,0,3,0.618415,1.964062,-0.59848,0.075258,74.4,10,11,0.700264,0.142857,0.641362,0.640151,0.040512,0.081,73.2,2,0.656244,-0.10203,0.191879,6.333333,0.191879,0.214286,0.0,0.107,2,0,15,0.697762,0.700264,0.233664,0.498901,0,83.8,84.2,0.706037,0.014,0.571745,7.505553,0,0.087919,0.107,89.3,0.178375,14,4
177,499000,500000,0.83496,0.871564,0.86309,0.846302,0.801812,0.846626,0.864556,0.871198,0.845792,0.865104,0.83283,0.871684,0.842896,19.6,18.2,14.7,0.070563,0.934084,0.549401,0,11.297326,0.80661,0.0,13.955638,0,0.984753,0,13,0.827501,0.867737,0.0,0.564253,18.2,0,5,0.804564,0.214286,0.790817,0.569211,0.55493,0.001,18.2,1,0.738213,0.0,0.593023,2.692308,0.593023,0.928571,0.551731,0.652,3,0,4,0.804564,0.804564,0.675891,0.803026,0,19.3,20.5,0.0,0.014,0.830272,0.751068,0,0.0,0.652,21.2,0.593023,14,4
2128,760000,761000,0.838222,0.885361,0.823491,0.80475,0.782627,0.80516,0.8639,0.854353,0.108986,0.80913,0.827382,0.85774,0.109217,20.7,21.7,23.2,0.02221,0.820512,0.10927,0,10.304208,0.706044,0.153846,-45.024159,0,-1.0,0,32,0.733187,0.25107,2.582497,0.386184,21.7,6,6,0.61182,0.102564,0.659231,0.599535,0.363701,0.0,21.7,1,0.674593,361.277343,0.265783,2.3125,0.265783,0.820513,0.185116,0.758,4,0,9,0.613391,0.61182,0.40301,0.662856,5,20.8,23.4,414.042273,0.039,0.737886,2.070336,0,1.696006,0.758,22.6,0.262218,39,1
2133,655000,656000,0.604581,0.812277,0.781633,0.691062,0.270454,0.693892,0.853297,0.836201,0.125497,0.832402,0.613085,0.84884,0.194034,68.4,37.0,21.3,-1.0,0.97847,0.103512,0,-1.0,0.746218,0.987013,-1.0,0,3.319059,0,0,0.848954,-1.0,-0.221579,0.416616,36.4,76,10,0.85187,0.0,0.713225,0.59903,0.240278,0.09,36.6,-1,0.692726,0.131145,0.593195,-1.0,0.588787,0.0,0.10047,0.112,0,0,-1,0.837975,0.845451,0.763265,0.71393,4,52.5,80.1,0.066999,0.077,0.81245,-1.0,4,0.506549,0.112,80.4,0.595447,77,5
183,376000,377000,0.922432,0.925316,0.925318,0.922416,0.925828,0.922419,0.922873,0.923557,0.92243,0.922926,0.922432,0.923501,0.919756,8.6,8.5,9.6,0.005996,0.672563,0.148086,0,-167.777852,0.574099,0.0,85.95617,0,0.515393,0,29,0.516572,-1.0,0.0,0.041996,8.5,0,4,0.533225,0.666667,0.532724,0.546337,0.041996,0.001,8.5,1,0.569018,0.0,0.062379,2.241379,0.062379,0.966667,0.041996,0.912,20,0,5,0.533225,0.533225,0.073654,0.516572,0,8.6,8.1,0.0,0.03,0.516572,0.739458,0,0.0,0.912,8.6,0.062379,30,8
185,732000,733000,0.900199,0.964628,0.904561,0.85896,0.822527,0.857348,0.970708,0.943072,0.851416,0.794615,0.880525,0.949703,0.880618,11.7,11.6,20.0,0.071707,0.929577,0.596774,0,16.662348,0.903367,0.0,12.897194,0,0.924819,0,34,0.900312,1.266513,0.0,0.736818,12.0,0,2,0.849124,0.0,0.769728,0.770247,0.728261,0.34,11.6,1,0.888837,0.0,0.729579,2.941176,0.729579,0.971429,0.596774,0.66,0,0,3,0.846246,0.849124,0.591102,0.770247,0,11.5,16.6,0.0,0.035,0.886288,0.342997,1,0.0,0.66,16.6,0.722325,35,5
2131,202000,203000,0.508261,0.638089,0.580433,0.575236,0.359005,0.576453,0.650246,0.6303,0.016793,0.603961,0.438187,0.649399,0.016803,57.7,54.8,47.3,0.146444,0.804927,0.1862,0,10.165556,0.630911,0.576923,15.476714,0,2.266472,0,10,0.692279,1.635129,0.965019,0.226583,51.3,15,7,0.684957,0.153846,0.673731,0.652236,0.209626,0.001,51.5,2,0.660439,1429.380236,0.291728,6.0,0.227891,0.384615,0.175079,0.339,4,0,22,0.686776,0.690809,0.384015,0.660225,0,56.7,56.8,606.948294,0.026,0.68947,6.110101,0,0.799835,0.339,60.0,0.295457,26,5
177,477000,478000,0.834944,0.871538,0.862902,0.846146,0.801609,0.846456,0.864619,0.871109,0.845107,0.865042,0.832736,0.871611,0.842308,20.7,17.3,13.9,0.071273,0.937989,0.530664,0,11.177637,0.863845,0.0,-14.030491,0,-1.0,0,13,0.865138,0.867941,0.0,0.591656,17.3,0,5,0.825778,0.214286,0.776853,0.797729,0.567277,0.0,17.3,1,0.834439,0.0,0.632053,2.692308,0.632053,0.928571,0.539717,0.615,3,0,4,0.825778,0.825778,0.708818,0.802253,0,19.4,22.1,0.0,0.014,0.858429,0.751068,0,0.0,0.615,22.6,0.632053,14,4
2160,423000,424000,0.710441,0.826262,0.786983,0.745821,0.665712,0.747849,0.820068,0.79213,0.679441,0.755387,0.733224,0.815561,0.766012,32.1,30.7,28.7,-1.0,0.813372,0.352841,0,-1.0,0.718536,0.983607,-1.0,0,0.993342,0,0,0.713169,-1.0,0.802524,0.375165,30.8,60,2,0.676874,0.0,0.679078,0.606344,0.343505,0.452,30.6,-1,0.668031,0.279371,0.372333,-1.0,0.372383,0.0,0.179762,0.548,0,0,-1,0.677373,0.686876,0.42721,0.627741,0,30.3,31.6,0.140384,0.061,0.701271,-1.0,0,0.818593,0.548,38.5,0.372433,61,1
2132,117000,118000,0.84378,0.899305,0.877331,0.860678,0.718492,0.86122,0.891864,0.876585,0.541576,0.857703,0.81511,0.881398,0.541576,22.5,24.6,15.3,0.082635,0.937813,0.49151,0,12.917976,0.847337,0.157895,14.567967,0,1.203825,0,15,0.825158,1.150113,6.723613,0.573581,24.6,3,4,0.771239,0.473684,0.746313,0.700878,0.557952,0.012,24.6,2,0.808672,2.079954,0.519525,2.933333,0.519525,0.789474,0.49151,0.535,9,0,8,0.771239,0.771239,0.713512,0.771405,0,22.1,26.4,1.033593,0.019,0.79294,1.624221,0,2.03639,0.535,26.4,0.519525,19,1
2162,126000,127000,0.831331,0.881157,0.870079,0.847803,0.755772,0.848031,0.873654,0.869063,0.645913,0.867567,0.812772,0.871055,0.531299,23.8,23.0,13.8,0.103238,0.939536,0.517773,0,9.831917,0.842753,0.428571,10.178568,0,1.050811,0,7,0.862349,1.118262,0.130664,0.613337,19.6,6,5,0.800531,0.214286,0.754559,0.725969,0.516747,0.001,20.2,2,0.79928,97.25651,0.586434,2.714286,0.538879,0.5,0.517773,0.562,3,0,4,0.841836,0.820846,0.723917,0.755277,0,19.2,23.8,17.430801,0.014,0.758279,0.755929,0,0.456857,0.562,23.8,0.602978,14,1
2134,691000,692000,0.653818,0.959666,0.942241,0.902812,0.268319,0.904566,0.977672,0.969367,0.189439,0.970314,0.638854,0.97784,0.190303,64.8,39.4,5.3,-1.0,0.99801,0.108186,1,-1.0,0.777815,0.984615,-1.0,1,3.313249,0,0,0.831226,-1.0,-0.348058,0.422186,38.6,64,10,0.826741,0.0,0.681583,0.66071,0.279596,0.075,39.3,-1,0.721462,0.062825,0.562691,-1.0,0.561638,0.0,0.107123,0.115,0,0,-1,0.818247,0.823035,0.941018,0.680753,5,52.0,79.7,2.141743,0.065,0.770466,-1.0,8,-0.012578,0.115,79.8,0.57058,65,4
163,797000,798000,0.65449,0.948518,0.895678,0.890949,0.203728,0.891856,0.943209,0.903738,0.191234,0.906001,0.622033,0.928434,0.193351,66.7,38.7,9.9,0.199947,0.992032,0.114988,0,-6.001314,0.802719,0.0,16.574189,0,3.313967,0,64,0.837507,-1.0,0.0,0.426612,37.4,0,10,0.845508,0.0,0.676194,0.705594,0.254884,0.081,38.1,1,0.766342,0.0,0.576416,2.9375,0.569643,0.984615,0.139825,0.116,0,0,3,0.839936,0.845043,0.889892,0.707283,4,51.4,78.5,0.0,0.065,0.7947,0.350736,2,0.0,0.116,76.5,0.584296,65,1
2162,916000,917000,0.833322,0.888585,0.873491,0.847995,0.757148,0.848492,0.881695,0.879202,0.735562,0.867926,0.815396,0.881568,0.591112,22.6,18.3,12.3,0.115652,0.93984,0.541112,0,8.855024,0.859483,0.428571,9.193242,0,1.063213,0,7,0.863131,1.139749,0.064996,0.618542,17.5,6,5,0.844417,0.214286,0.76672,0.746486,0.545451,0.002,18.7,2,0.806253,97.109504,0.623318,2.714286,0.631696,0.5,0.541112,0.55,3,0,4,0.843884,0.842911,0.752613,0.777049,0,18.9,22.9,17.40315,0.014,0.774889,0.755929,0,0.502011,0.55,22.9,0.649017,14,1
2127,360000,361000,0.914069,0.950609,0.920416,0.8919,0.825751,0.892011,0.952468,0.92718,0.108704,0.844967,0.924316,0.934956,0.10887,17.7,16.9,15.3,0.067459,0.915703,0.384266,0,-15.823845,0.804942,0.153846,17.908078,0,1.208059,0,32,0.931404,-1.0,2.304736,0.75567,15.0,6,6,0.699663,0.487179,0.641083,0.676401,0.445183,0.001,15.0,2,0.710349,383.55684,0.556403,3.21875,0.469354,0.820513,0.393629,0.755,19,0,10,0.751115,0.751115,0.647122,0.676401,0,9.3,18.0,424.491834,0.039,0.793576,2.059351,0,1.624094,0.755,18.0,0.556403,39,5
2164,561000,562000,0.554012,0.698114,0.563724,0.565753,0.413274,0.566959,0.654966,0.645909,0.254402,0.482502,0.57395,0.666096,0.255662,49.8,47.3,53.9,-1.0,0.742255,0.163156,0,-1.0,0.734311,0.947368,-1.0,0,1.996862,0,0,0.750595,-1.0,0.51411,0.396829,45.1,18,4,0.716366,0.0,0.639881,0.616045,0.331854,0.225,45.7,-1,0.686999,116.821753,0.38959,-1.0,0.367581,0.0,0.176026,0.267,0,0,-1,0.731238,0.728549,0.286383,0.642589,0,45.1,63.2,22.129842,0.019,0.739204,-1.0,0,0.644282,0.267,61.9,0.397668,19,1
199,691000,692000,0.842718,0.891957,0.848955,0.869952,0.681942,0.870212,0.878447,0.858672,0.846273,0.853191,0.843368,0.86314,0.791335,19.0,18.0,14.4,-1.0,0.832303,0.0,0,-1.0,0.787935,0.75,-1.0,0,0.871291,0,0,0.762555,-1.0,-1.169752,0.49695,16.5,3,2,0.782029,0.0,0.678885,0.678885,0.49695,0.292,16.9,-1,0.774887,5.003183,0.568243,-1.0,0.527589,0.0,0.0,0.708,0,0,-1,0.77887,0.78443,0.621244,0.5,0,19.0,29.2,2.85336,0.004,0.762555,-1.0,0,-0.019581,0.708,29.2,0.58551,4,1
2154,156000,157000,0.864045,0.88321,0.85593,0.860522,0.846975,0.860191,0.871331,0.871478,0.617497,0.83058,0.852892,0.877936,0.54221,15.9,15.2,18.1,0.083817,0.897713,0.68358,0,-12.93082,0.901992,0.375,11.878407,0,0.995607,0,9,0.839938,-1.0,4.486154,0.68358,15.2,6,2,0.844067,0.25,0.839938,0.823128,0.68358,0.461,15.2,2,0.882861,213.588145,0.696993,4.555556,0.696993,0.5625,0.68358,0.539,4,0,14,0.844067,0.844067,0.631563,0.839938,0,15.9,15.9,973.615506,0.016,0.839938,4.186619,0,1.763682,0.539,15.9,0.696993,16,1
2134,199000,200000,0.65178,0.958015,0.939625,0.90241,0.268715,0.90423,0.973555,0.965655,0.186515,0.969775,0.636945,0.974615,0.188905,67.9,37.0,4.0,-1.0,0.998402,0.107751,0,-1.0,0.773091,0.984615,-1.0,0,3.319093,0,0,0.83548,-1.0,-0.34761,0.378478,37.5,64,10,0.837756,0.0,0.685842,0.637717,0.245376,0.086,37.4,-1,0.716853,0.047038,0.584399,-1.0,0.588881,0.0,0.107637,0.109,0,0,-1,0.832209,0.833921,0.955539,0.687507,7,55.9,79.9,2.159034,0.065,0.779841,-1.0,7,0.002927,0.109,79.9,0.583292,65,4
191,139000,140000,0.741107,0.887721,0.915214,0.832143,0.558593,0.833336,0.885443,0.886793,0.523586,0.934557,0.739664,0.896479,0.891779,33.5,27.7,9.8,-1.0,0.948242,0.296089,0,-1.0,0.699705,0.909091,-1.0,0,-1.0,0,0,0.72465,-1.0,-1.185657,0.373544,25.8,10,5,0.740765,0.0,0.65061,0.596449,0.328571,0.0,27.1,-1,0.654396,0.501575,0.456875,-1.0,0.44513,0.0,0.311465,0.507,0,0,-1,0.74695,0.739451,0.80394,0.664288,1,31.3,35.3,0.287149,0.011,0.719907,-1.0,2,-0.004791,0.507,34.5,0.483291,11,3
